Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,affiliation_data,unique_affiliation_count,all_usa,some_usa,all_china,some_china,unique_country_count,all_countries,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_display_name_2025,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2024,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2023,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2022,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2021,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2020,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2019,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2018,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2017,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2016,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2015,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2014,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2013,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2012,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2011,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2010,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2009,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2008,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2007,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2006,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2005,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2004,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2003,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2002,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2001,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2000,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_1999,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1997,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1995,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1994,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1993,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1992,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1991,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1990,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1989,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1988,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1987,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1986,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1985,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1984,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1983,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1982,affiliation_id_1982,affiliation_country_1982,affiliation_display_name_1981,affiliation_id_1981,affiliation_country_1981,affiliation_display_name_1978,affiliation_id_1978,affiliation_country_1978,affiliation_display_name_1977,affiliation_id_1977,affiliation_country_1977,affiliation_display_name_1975,affiliation_id_1975,affiliation_country_1975,affiliation_display_name_1974,affiliation_id_1974,affiliation_country_1974,affiliation_display_name_1973,affiliation_id_1973,affiliation_country_1973,affiliation_display_name_1972,affiliation_id_1972,affiliation_country_1972,affiliation_display_name_1971,affiliation_id_1971,affiliation_country_1971,affiliation_display_name_1970,affiliation_id_1970,affiliation_country_1970,affiliation_display_name_1969,affiliation_id_1969,affiliation_country_1969,affiliation_display_name_1968,affiliation_id_1968,affiliation_country_1968,affiliation_display_name_1967,affiliation_id_1967,affiliation_country_1967,affiliation_display_name_1966,affiliation_id_1966,affiliation_country_1966,affiliation_display_name_1965,affiliation_id_1965,affiliation_country_1965,affiliation_display_name_1964,affiliation_id_1964,affiliation_country_1964,affiliation_display_name_1904,affiliation_id_1904,affiliation_country_1904
Paul Christiano,1,,https://openalex.org/A5109502066,A5109502066,,Paul Christiano,"Paul P. Christiano, P. P. Christiano, Paul Christiano, P. Christiano, Christiano Paul",67,6617,282.75,17,26,True,6,False,True,False,False,2,"Italy, United States",OpenAI (United States),United States,,,,,,,,,,,,,OpenAI (United States),https://openalex.org/I4210161460,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vassar College,https://openalex.org/I126820664,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carnegie Institution for Science,https://openalex.org/I196817621,United States,,,,,,,D'Appolonia (Italy),https://openalex.org/I4210158583,Italy,Carnegie Mellon University,https://openalex.org/I74973139,United States,Carnegie Mellon University,https://openalex.org/I74973139,United States,,,,Carnegie Mellon University,https://openalex.org/I74973139,United States,,,,Carnegie Mellon University,https://openalex.org/I74973139,United States,,,,Carnegie Mellon University,https://openalex.org/I74973139,United States,Carnegie Mellon University,https://openalex.org/I74973139,United States,Carnegie Mellon University,https://openalex.org/I74973139,United States,University of Minnesota,https://openalex.org/I130238516,United States,University of Minnesota,https://openalex.org/I130238516,United States,University of Minnesota,https://openalex.org/I130238516,United States,University of Minnesota,https://openalex.org/I130238516,United States,University of Minnesota,https://openalex.org/I130238516,United States,University of Minnesota,https://openalex.org/I130238516,United States,,,,,,,,,,,,,,,,,,
Robin J. Larson,1,,https://openalex.org/A5051064337,A5051064337,,Robin J. Larson,"R. Larson, Robin J. Larson, Robin Joyce Larson, Robin Larson, R. J. Larson",55,3393,18.25,24,30,True,7,True,True,False,False,1,United States,Natera (United States),United States,Natera (United States),https://openalex.org/I4210124610,United States,Dartmouth–Hitchcock Medical Center,https://openalex.org/I1289422878,United States,Dartmouth–Hitchcock Medical Center,https://openalex.org/I1289422878,United States,,,,,,,,,,,,,,,,,,,University of Miami,https://openalex.org/I145608581,United States,The University of Texas MD Anderson Cancer Center,https://openalex.org/I1343551460,United States,White River Junction VA Medical Center,https://openalex.org/I4210118357,United States,White River Junction VA Medical Center,https://openalex.org/I4210118357,United States,White River Junction VA Medical Center,https://openalex.org/I4210118357,United States,White River Junction VA Medical Center,https://openalex.org/I4210118357,United States,Dartmouth Institute for Health Policy and Clinical Practice,https://openalex.org/I126688049,United States,Dartmouth Institute for Health Policy and Clinical Practice,https://openalex.org/I126688049,United States,White River Junction VA Medical Center,https://openalex.org/I4210118357,United States,Dartmouth College,https://openalex.org/I107672454,United States,White River Junction VA Medical Center,https://openalex.org/I4210118357,United States,White River Junction VA Medical Center,https://openalex.org/I4210118357,United States,White River Junction VA Medical Center,https://openalex.org/I4210118357,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roger Grosse,2,,https://openalex.org/A5067036768,A5067036768,,Roger Grosse,"R. Grosse, Roger B. Grosse, Roger Baker Grosse, Roger Grosse",152,10504,4.357142857142857,42,91,True,4,False,True,False,False,2,"Canada, United States",University of Toronto,Canada,,,,,,,,,,,,,University of Toronto,https://openalex.org/I185261750,Canada,University of Toronto,https://openalex.org/I185261750,Canada,University of Toronto,https://openalex.org/I185261750,Canada,University of Toronto,https://openalex.org/I185261750,Canada,University of Toronto,https://openalex.org/I185261750,Canada,University of Toronto,https://openalex.org/I185261750,Canada,University of Toronto,https://openalex.org/I185261750,Canada,Institute of Cognitive and Brain Sciences,https://openalex.org/I4210104429,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,,,,Stanford University,https://openalex.org/I97018004,United States,,,,Stanford University,https://openalex.org/I97018004,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Greenblatt,2,,https://openalex.org/A5037548279,A5037548279,,Ryan Greenblatt,Ryan Greenblatt,8,21,0.3333333333333333,2,1,True,1,True,True,False,False,1,United States,Zebra Biologics (United States),United States,,,,,,,,,,,,,,,,,,,,,,Zebra Biologics (United States),https://openalex.org/I4210103136,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Soklaski,1,,https://openalex.org/A5099241628,A5099241628,,Ryan Soklaski,Ryan Soklaski,1,0,0.0,0,0,False,0,False,False,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saffron Huang,1,,https://openalex.org/A5040949100,A5040949100,https://orcid.org/0009-0008-2654-5961,Saffron Huang,Saffron Huang,11,659,17.5,8,7,True,2,False,True,False,False,2,"United Kingdom, United States",DeepMind (United Kingdom),United Kingdom,,,,,,,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,New York University,https://openalex.org/I57206974,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam McCandlish,4,,https://openalex.org/A5054887773,A5054887773,,Sam McCandlish,Sam Mccandlish,34,19730,21.2,21,27,True,1,False,False,False,False,1,Germany,Bauhaus-Universität Weimar,Germany,,,,,,,,,,Bauhaus-Universität Weimar,https://openalex.org/I51441396,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Marks,1,,https://openalex.org/A5032071922,A5032071922,,Samuel Marks,"Samuel Marks, S Marks",4,1,0.0,1,0,False,0,False,False,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel R. Bowman,5,,https://openalex.org/A5112713734,A5112713734,,Samuel R. Bowman,"S. Ray Bowman, Samuel Bowman, Samuel R. Bowman",213,18347,12.571428571428571,46,101,True,7,True,True,False,False,1,United States,New York University,United States,,,,,,,New York University,https://openalex.org/I57206974,United States,New York University,https://openalex.org/I57206974,United States,Allen Institute,https://openalex.org/I4210140341,United States,University of Colorado System,https://openalex.org/I2802236040,United States,Johns Hopkins University,https://openalex.org/I145311948,United States,Google (United States),https://openalex.org/I1291425158,United States,New York University,https://openalex.org/I57206974,United States,Google (United States),https://openalex.org/I1291425158,United States,Center for Applied Linguistics,https://openalex.org/I1344076864,United States,,,,,,,Center for International Environmental Law,https://openalex.org/I2800048442,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandipan Kundu,1,,https://openalex.org/A5010007563,A5010007563,https://orcid.org/0000-0002-0754-0072,Sandipan Kundu,"Sandipan Kundu, S. K. Kundu",60,2003,10.5,21,36,True,6,False,True,False,False,3,"Australia, United Kingdom, United States",University of Pennsylvania,United States,,,,,,,University of Pennsylvania,https://openalex.org/I79576946,United States,Johns Hopkins University,https://openalex.org/I145311948,United States,Johns Hopkins University,https://openalex.org/I145311948,United States,Johns Hopkins University,https://openalex.org/I145311948,United States,Johns Hopkins University,https://openalex.org/I145311948,United States,Johns Hopkins University,https://openalex.org/I145311948,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,Intel (United Kingdom),https://openalex.org/I4210158342,United Kingdom,The University of Texas at Austin,https://openalex.org/I86519309,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australian National University,https://openalex.org/I118347636,Australia,,,,,,,,,
Saurav Kadavath,1,,https://openalex.org/A5061506488,A5061506488,,Saurav Kadavath,Saurav Kadavath,20,2534,28.2,13,14,True,1,True,True,False,False,1,United States,"University of California, Berkeley",United States,,,,,,,,,,,,,"University of California, Berkeley",https://openalex.org/I95457486,United States,,,,"University of California, Berkeley",https://openalex.org/I95457486,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott R. Johnston,1,,https://openalex.org/A5113030004,A5113030004,,Scott R. Johnston,Scott R. Johnston,1,23,12.0,1,1,False,0,False,False,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shan Carter,1,,https://openalex.org/A5087762412,A5087762412,,Shan Carter,Shan Carter,12,1277,0.0,10,10,True,2,True,True,False,False,1,United States,OpenAI (United States),United States,,,,,,,,,,,,,,,,OpenAI (United States),https://openalex.org/I4210161460,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shannon Yang,1,,https://openalex.org/A5037725211,A5037725211,,Shannon Yang,Shannon Yang,6,35,5.0,3,2,True,1,True,True,False,False,1,United States,Meta (United States),United States,,,,,,,,,,,,,Meta (United States),https://openalex.org/I4210114444,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shauna Kravec,5,,https://openalex.org/A5009112681,A5009112681,,Shauna Kravec,"Shauna Kravec, S. M. Kravec",21,1171,26.0,14,16,True,1,True,True,False,False,1,United States,"University of California, San Diego",United States,,,,,,,,,,,,,,,,,,,"University of California, San Diego",https://openalex.org/I36258959,United States,,,,,,,,,,"University of California, San Diego",https://openalex.org/I36258959,United States,,,,"University of California, San Diego",https://openalex.org/I36258959,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shula Marks,1,,https://openalex.org/A5109556682,A5109556682,,Shula Marks,"Shula Marks, Sam Marks, S. F. Marks, S. Marks",188,3887,1.0,33,51,True,10,False,False,False,False,3,"Australia, Mexico, United Kingdom",Oxford Brookes University,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,Oxford Brookes University,https://openalex.org/I124261462,United Kingdom,,,,Universidad de Londres,https://openalex.org/I4210160447,Mexico,SOAS University of London,https://openalex.org/I31575130,United Kingdom,,,,University College London,https://openalex.org/I45129253,United Kingdom,Universidad de Londres,https://openalex.org/I4210160447,Mexico,,,,Transnational Press London,https://openalex.org/I4392021135,United Kingdom,,,,,,,,,,,,,School of Advanced Study,https://openalex.org/I2802488147,United Kingdom,Universidad de Londres,https://openalex.org/I4210160447,Mexico,SOAS University of London,https://openalex.org/I31575130,United Kingdom,Universidad de Londres,https://openalex.org/I4210160447,Mexico,Universidad de Londres,https://openalex.org/I4210160447,Mexico,SOAS University of London,https://openalex.org/I31575130,United Kingdom,Universidad de Londres,https://openalex.org/I4210160447,Mexico,University of London,https://openalex.org/I124357947,United Kingdom,Universidad de Londres,https://openalex.org/I4210160447,Mexico,Commonwealth Education Trust,https://openalex.org/I4210148914,United Kingdom,Commonwealth Education Trust,https://openalex.org/I4210148914,United Kingdom,Commonwealth Education Trust,https://openalex.org/I4210148914,United Kingdom,Commonwealth Education Trust,https://openalex.org/I4210148914,United Kingdom,Commonwealth Education Trust,https://openalex.org/I4210148914,United Kingdom,Centenary Institute,https://openalex.org/I2800664540,Australia,London School of Hygiene & Tropical Medicine,https://openalex.org/I4210089966,United Kingdom,,,,Commonwealth Education Trust,https://openalex.org/I4210148914,United Kingdom,,,,,,,,,,,,,Commonwealth Education Trust,https://openalex.org/I4210148914,United Kingdom,,,,,,,Commonwealth Education Trust,https://openalex.org/I4210148914,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stuart J. Ritchie,1,,https://openalex.org/A5049097607,A5049097607,https://orcid.org/0000-0001-8512-7825,Stuart J. Ritchie,"Stuart James Ritchie, Stuart J. Ritchie, S. Ritchie, S. J. Ritchie, Stuart Ritchie",204,13206,2.875,54,117,True,7,False,False,False,False,1,United Kingdom,King's College London,United Kingdom,,,,,,,King's College London,https://openalex.org/I183935753,United Kingdom,King's College London,https://openalex.org/I183935753,United Kingdom,King's College London,https://openalex.org/I183935753,United Kingdom,Royal Botanic Garden Edinburgh,https://openalex.org/I167261309,United Kingdom,Ricardo (United Kingdom),https://openalex.org/I299730958,United Kingdom,Southern General Hospital,https://openalex.org/I2802050120,United Kingdom,Ixico (United Kingdom),https://openalex.org/I4210096995,United Kingdom,Alzheimer Scotland,https://openalex.org/I4210091839,United Kingdom,Alzheimer Scotland,https://openalex.org/I4210091839,United Kingdom,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sören Mindermann,3,,https://openalex.org/A5012960540,A5012960540,https://orcid.org/0000-0002-0315-9821,Sören Mindermann,Sören Mindermann,42,2128,10.0,16,22,True,5,False,True,False,False,3,"Canada, United Kingdom, United States",Mila - Quebec Artificial Intelligence Institute,Canada,Mila - Quebec Artificial Intelligence Institute,https://openalex.org/I4210164802,Canada,Université de Montréal,https://openalex.org/I70931966,Canada,RAND Corporation,https://openalex.org/I1309849503,United States,University of Oxford,https://openalex.org/I40120149,United Kingdom,University of Oxford,https://openalex.org/I40120149,United Kingdom,Oxford Research Group,https://openalex.org/I2802123492,United Kingdom,,,,University of Oxford,https://openalex.org/I40120149,United Kingdom,University of Oxford,https://openalex.org/I40120149,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Maxwell,1,,https://openalex.org/A5108360703,A5108360703,,T. Maxwell,"T. T. Maxwell, Tientcheu‐Nsiewe Max‐well, Timothy Maxwell, T. Maxwell, Timothy Taylor Maxwell, Timothy T. Maxwell",74,743,10.0,14,25,True,4,True,True,False,False,1,United States,Texas Tech University,United States,,,,Texas Tech University,https://openalex.org/I12315562,United States,,,,,,,,,,Texas Tech University,https://openalex.org/I12315562,United States,,,,,,,,,,,,,Texas Tech University,https://openalex.org/I12315562,United States,Texas Tech University,https://openalex.org/I12315562,United States,Texas Tech University,https://openalex.org/I12315562,United States,,,,,,,Texas Tech University,https://openalex.org/I12315562,United States,,,,Texas Tech University,https://openalex.org/I12315562,United States,,,,Texas Tech University,https://openalex.org/I12315562,United States,Texas Tech University,https://openalex.org/I12315562,United States,,,,Texas Tech University,https://openalex.org/I12315562,United States,,,,,,,,,,,,,,,,Valve (United States),https://openalex.org/I1317635190,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auburn University,https://openalex.org/I82497590,United States,,,,,,,RAND Corporation,https://openalex.org/I1309849503,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamera Lanham,1,,https://openalex.org/A5022793124,A5022793124,,Tamera Lanham,Tamera Lanham,7,396,23.166666666666668,7,6,False,0,False,False,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theodore R. Sumers,1,,https://openalex.org/A5115560625,A5115560625,,Theodore R. Sumers,"Theodore R. Sumers, Theodore Sumers",2,5,0.0,1,0,False,0,False,False,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas I. Liao,2,,https://openalex.org/A5058639265,A5058639265,https://orcid.org/0009-0002-3936-1391,Thomas I. Liao,Thomas I. Liao,5,63,6.333333333333333,3,2,False,0,False,False,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Belonax,1,,https://openalex.org/A5115560878,A5115560878,,Tim Belonax,Tim Belonax,1,3,0.0,1,0,False,0,False,False,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Maxwell,1,,https://openalex.org/A5108519631,A5108519631,,Tim Maxwell,Tim Maxwell,11,37,2.0,4,1,True,1,True,True,False,False,1,United States,Texas Tech University,United States,,,,,,,,,,,,,,,,Texas Tech University,https://openalex.org/I12315562,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas Tech University,https://openalex.org/I12315562,United States,,,,Texas Tech University,https://openalex.org/I12315562,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy Telleen-Lawton,1,,https://openalex.org/A5001194068,A5001194068,,Timothy Telleen-Lawton,Timothy Telleen‐Lawton,10,840,34.0,7,7,False,0,False,False,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Henighan,1,,https://openalex.org/A5049786610,A5049786610,,Tom Henighan,"Tom Henighan, T. J. Henighan",39,18245,22.8125,18,20,True,2,False,False,False,False,2,"France, United Kingdom",Université d'Avignon et des Pays de Vaucluse,France,,,,,,,,,,Université d'Avignon et des Pays de Vaucluse,https://openalex.org/I198415970,France,University of Sheffield,https://openalex.org/I91136226,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomasz Korbak,1,,https://openalex.org/A5002211679,A5002211679,https://orcid.org/0000-0002-6258-2013,Tomasz Korbak,Tomasz Korbak,45,269,5.1,8,7,True,3,False,True,False,False,2,"Poland, United States",New York University,United States,,,,,,,,,,New York University,https://openalex.org/I57206974,United States,University of Warsaw,https://openalex.org/I4654613,Poland,Polish Academy of Sciences,https://openalex.org/I99542240,Poland,University of Warsaw,https://openalex.org/I4654613,Poland,,,,,,,,,,University of Warsaw,https://openalex.org/I4654613,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristan Hume,1,,https://openalex.org/A5079539910,A5079539910,,Tristan Hume,Tristan Hume,5,152,10.8,4,4,False,0,False,False,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
