Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,affiliation_data,unique_affiliation_count,all_usa,some_usa,all_china,some_china,unique_country_count,all_countries,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_display_name_2025,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2024,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2023,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2022,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2021,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2020,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2019,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2018,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2017,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2016,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2015,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2014,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2013,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2012,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2011,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2010,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2009,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2008,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2007,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2006,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2005,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2004,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2003,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2002,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2001,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2000,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_1999,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1998,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1997,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1996,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1995,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1994,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1992,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1990,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1987,affiliation_id_1987,affiliation_country_1987
Wen-Jun Zeng,1,,https://openalex.org/A5101739843,A5101739843,https://orcid.org/0000-0003-0362-3388,Wen-Jun Zeng,"Wenjun Zeng, Wen‐Jun Zeng",54,1014,0.6666666666666666,15,21,True,9,False,True,False,True,5,"China, Germany, Hong Kong, New Zealand, United States","Eastern Institute of Technology, Ningbo",China,"Eastern Institute of Technology, Ningbo",https://openalex.org/I4394709157,China,Southwest Jiaotong University,https://openalex.org/I4800084,China,Eastern Institute of Technology,https://openalex.org/I127108677,New Zealand,,,,,,,,,,Technical University of Darmstadt,https://openalex.org/I31512782,Germany,,,,Technical University of Darmstadt,https://openalex.org/I31512782,Germany,Microsoft Research Asia (China),https://openalex.org/I4210113369,China,City University of Hong Kong,https://openalex.org/I168719708,Hong Kong,University of Missouri,https://openalex.org/I76835614,United States,City University of Hong Kong,https://openalex.org/I168719708,Hong Kong,City University of Hong Kong,https://openalex.org/I168719708,Hong Kong,Xiamen University of Technology,https://openalex.org/I75867142,China,Xiamen University,https://openalex.org/I191208505,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William A. Cunningham,1,,https://openalex.org/A5033381741,A5033381741,https://orcid.org/0000-0002-7063-5859,William A. Cunningham,"W. Cunningham, W. A. Cunningham, William Cunningham, William A. Cunningham, William Andrew Cunningham, W.A Cunningham",314,20126,10.173913043478262,53,104,True,10,False,True,False,False,4,"Brazil, Canada, United Kingdom, United States",Institute for Technology & Society,Brazil,Institute for Technology & Society,https://openalex.org/I4210134293,Brazil,Vector Institute,https://openalex.org/I4210127509,Canada,Schwartz/Reisman Emergency Medicine Institute,https://openalex.org/I4210149858,Canada,University of Toronto,https://openalex.org/I185261750,Canada,University of Toronto,https://openalex.org/I185261750,Canada,University of Southampton,https://openalex.org/I43439940,United Kingdom,University of Toronto,https://openalex.org/I185261750,Canada,University of Toronto,https://openalex.org/I185261750,Canada,The Ohio State University,https://openalex.org/I52357470,United States,Boston University Academy,https://openalex.org/I4210114918,United States,The Ohio State University,https://openalex.org/I52357470,United States,University of Memphis,https://openalex.org/I94658018,United States,The Ohio State University,https://openalex.org/I52357470,United States,The Ohio State University,https://openalex.org/I52357470,United States,The Ohio State University,https://openalex.org/I52357470,United States,The Ohio State University,https://openalex.org/I52357470,United States,The Ohio State University,https://openalex.org/I52357470,United States,The Ohio State University,https://openalex.org/I52357470,United States,The Ohio State University,https://openalex.org/I52357470,United States,,,,,,,,,,,,,,,,,,,,,,Wright-Patterson Air Force Base,https://openalex.org/I2799950915,United States,,,,U.S. Air Force Institute of Technology,https://openalex.org/I55061410,United States,Wright-Patterson Air Force Base,https://openalex.org/I2799950915,United States,,,,,,,,,,,,,,,
William Isaac,1,,https://openalex.org/A5048272174,A5048272174,https://orcid.org/0000-0002-1297-5409,William Isaac,"William Isaac, William S. Isaac",33,1805,109.5,14,17,True,4,False,True,False,False,3,"India, United Kingdom, United States",Google (United Kingdom),United Kingdom,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,,,,Michigan State University,https://openalex.org/I87216513,United States,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,,,,Michigan State University,https://openalex.org/I87216513,United States,Aligarh Muslim University,https://openalex.org/I171210897,India,,,,,,,,,,,,,Michigan State University,https://openalex.org/I87216513,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiao Song,1,,https://openalex.org/A5101799802,A5101799802,https://orcid.org/0000-0003-4017-3021,Xiao Song,"Xiao Long Song, Xiao Song, Xingyou Song, X. Song",14,118,1.0,7,5,True,5,False,False,True,True,1,China,Changchun University of Science and Technology,China,Changchun University of Science and Technology,https://openalex.org/I106645853,China,Zhengzhou Business University,https://openalex.org/I4210155994,China,Xiamen University,https://openalex.org/I191208505,China,,,,,,,Xiamen University,https://openalex.org/I191208505,China,Nanyang Normal University,https://openalex.org/I4210110718,China,,,,,,,,,,,,,,,,Nanyang Normal University,https://openalex.org/I4210110718,China,,,,Xiamen University of Technology,https://openalex.org/I75867142,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiao Wang,1,,https://openalex.org/A5112719601,A5112719601,https://orcid.org/0000-0002-0008-0659,Xiao Wang,"Xiao Wang ‐, Xiao Wang, Wang X, X Wang, Wang Xiao, Xiao Wang",598,8964,5.5396825396825395,44,177,True,7,False,False,True,True,1,China,Nanjing Agricultural University,China,Nanjing Agricultural University,https://openalex.org/I119454577,China,BGI Research,https://openalex.org/I4387153646,China,Anhui University,https://openalex.org/I143868143,China,PLA Information Engineering University,https://openalex.org/I169689159,China,Qilu University of Technology,https://openalex.org/I152269853,China,Anhui University,https://openalex.org/I143868143,China,Wuhan University of Technology,https://openalex.org/I196699116,China,Wuhan University of Technology,https://openalex.org/I196699116,China,Wuhan University,https://openalex.org/I37461747,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wuhan University,https://openalex.org/I37461747,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaohua Zhai,1,,https://openalex.org/A5071668416,A5071668416,,Xiaohua Zhai,"Xiao‐Hua Zhai, Xiaohua Zhai",109,23874,31.291666666666668,37,58,True,10,False,True,False,True,7,"Bulgaria, China, Germany, Myanmar, Switzerland, United Kingdom, United States",Google (United Kingdom),United Kingdom,,,,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Google (Switzerland),https://openalex.org/I4210100430,Switzerland,Google (Switzerland),https://openalex.org/I4210100430,Switzerland,Brain (Germany),https://openalex.org/I4210113520,Germany,Mianyang City Center for Disease Control and Prevention,https://openalex.org/I4210112116,China,College of Tourism,https://openalex.org/I4210102207,Bulgaria,Google (United States),https://openalex.org/I1291425158,United States,,,,,,,Peking University,https://openalex.org/I20231570,China,,,,University of Computer Studies Yangon,https://openalex.org/I80293557,Myanmar,Peking University,https://openalex.org/I20231570,China,,,,Xi'an Aeronautical University,https://openalex.org/I4210133467,China,,,,,,,,,,Hunan University,https://openalex.org/I16609230,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinyun Chen,1,,https://openalex.org/A5101977007,A5101977007,https://orcid.org/0000-0003-4414-0964,Xinyun Chen,"Chen Xin‐yun, Chen Xinyun, Xinyun Chen",41,215,2.6666666666666665,7,4,True,8,False,False,True,True,1,China,Chengdu University of Traditional Chinese Medicine,China,Chengdu University of Traditional Chinese Medicine,https://openalex.org/I53411278,China,State Forestry and Grassland Administration,https://openalex.org/I4210134523,China,Beijing Information Science & Technology University,https://openalex.org/I78675632,China,"Chinese University of Hong Kong, Shenzhen",https://openalex.org/I4210116924,China,"Chinese University of Hong Kong, Shenzhen",https://openalex.org/I4210116924,China,Chongqing University of Posts and Telecommunications,https://openalex.org/I10535382,China,"Chinese University of Hong Kong, Shenzhen",https://openalex.org/I4210116924,China,Wuhan University,https://openalex.org/I37461747,China,State Forestry and Grassland Administration,https://openalex.org/I4210134523,China,,,,,,,,,,,,,Xi'an Polytechnic University,https://openalex.org/I27599042,China,Aviation Industry Corporation of China (China),https://openalex.org/I11838497,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ye Xia,1,,https://openalex.org/A5036985837,A5036985837,https://orcid.org/0000-0002-1548-0567,Ye Xia,"Yunshuai Xia, Yongkai Xia, Ye Fei Xia, Yimeng Xia, Yuxi Xia, Y. Xia, Ye Xia",191,2386,3.5833333333333335,24,45,True,4,False,False,True,True,1,China,Beijing Institute of Petrochemical Technology,China,Beijing Institute of Petrochemical Technology,https://openalex.org/I130541836,China,ShangHai JiAi Genetics & IVF Institute,https://openalex.org/I4210122302,China,Jiangsu Academy of Agricultural Sciences,https://openalex.org/I4210087107,China,Tongji University,https://openalex.org/I116953780,China,ShangHai JiAi Genetics & IVF Institute,https://openalex.org/I4210122302,China,Tongji University,https://openalex.org/I116953780,China,Tongji University,https://openalex.org/I116953780,China,Tongji University,https://openalex.org/I116953780,China,Tongji University,https://openalex.org/I116953780,China,Tongji University,https://openalex.org/I116953780,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yingju Wu,1,,https://openalex.org/A5051852804,A5051852804,https://orcid.org/0000-0002-1845-6984,Yingju Wu,"Y. Wu, Yueh‐Hua Wu, Yingju Wu, Y. C. Wu, Ying‐Ju Wu",77,2042,15.166666666666666,21,33,True,10,False,True,False,True,6,"China, Germany, Singapore, Taiwan, United Kingdom, United States",Yanshan University,China,,,,Yanshan University,https://openalex.org/I39333907,China,Yanshan University,https://openalex.org/I39333907,China,Yanshan University,https://openalex.org/I39333907,China,State Key Laboratory of Metastable Materials Science and Technology,https://openalex.org/I4391767811,China,State Key Laboratory of Metastable Materials Science and Technology,https://openalex.org/I4391767811,China,Yanshan University,https://openalex.org/I39333907,China,Yanshan University,https://openalex.org/I39333907,China,Yanshan University,https://openalex.org/I39333907,China,,,,International Society for Optics and Photonics,https://openalex.org/I145996665,United States,,,,Wuhan University,https://openalex.org/I37461747,China,,,,University of Bath,https://openalex.org/I51601045,United Kingdom,,,,,,,,,,Chung Yuan Christian University,https://openalex.org/I151221077,Taiwan,,,,Institute of Materials Research and Engineering,https://openalex.org/I4210123095,Singapore,Max Planck Institute for Polymer Research,https://openalex.org/I4210095245,Germany,National University of Singapore,https://openalex.org/I165932596,Singapore,University of Missouri–Kansas City,https://openalex.org/I75421653,United States,University of Missouri–Kansas City,https://openalex.org/I75421653,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhe Li,1,,https://openalex.org/A5100356635,A5100356635,https://orcid.org/0000-0002-0519-7434,Zhe Li,"Zhe Li, Zhuoxia Li, Li Zhe, Ze‐shu Li, Z. Li",84,462,2.2142857142857144,10,13,True,3,False,False,False,True,2,"China, Hong Kong",Huazhong University of Science and Technology,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Harbin University,https://openalex.org/I1308199089,China,Hong Kong Polytechnic University,https://openalex.org/I14243506,Hong Kong,Hong Kong Polytechnic University,https://openalex.org/I14243506,Hong Kong,Hong Kong Polytechnic University,https://openalex.org/I14243506,Hong Kong,,,,Hong Kong Polytechnic University,https://openalex.org/I14243506,Hong Kong,Hong Kong Polytechnic University,https://openalex.org/I14243506,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zi Wang,1,,https://openalex.org/A5101505122,A5101505122,https://orcid.org/0000-0001-5276-2988,Zi Wang,"Z H Wang, Zi Wang",41,243,1.4,8,7,True,3,False,True,False,True,2,"China, United States",University of Pennsylvania,United States,University of Pennsylvania,https://openalex.org/I79576946,United States,Yangzhou University,https://openalex.org/I78978612,China,Jiaxing University,https://openalex.org/I4210092870,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
