Author,OA_ID,unique_affiliation_count,affiliation-2026,ID-2026,affiliation-2025,ID-2025,affiliation-2024,ID-2024,affiliation-2023,ID-2023,affiliation-2022,ID-2022,affiliation-2021,ID-2021,affiliation-2020,ID-2020,affiliation-2019,ID-2019,affiliation-2018,ID-2018,affiliation-2017,ID-2017,affiliation-2016,ID-2016,affiliation-2015,ID-2015,affiliation-2014,ID-2014,affiliation-2013,ID-2013,affiliation-2012,ID-2012,affiliation-2011,ID-2011,affiliation-2010,ID-2010,affiliation-2009,ID-2009,affiliation-2008,ID-2008,affiliation-2007,ID-2007,affiliation-2006,ID-2006,affiliation-2005,ID-2005,affiliation-2004,ID-2004,affiliation-2003,ID-2003,affiliation-2002,ID-2002,affiliation-2001,ID-2001,affiliation-2000,ID-2000,affiliation-1999,ID-1999,affiliation-1998,ID-1998,affiliation-1997,ID-1997,affiliation-1996,ID-1996,affiliation-1995,ID-1995,affiliation-1994,ID-1994,affiliation-1993,ID-1993,affiliation-1992,ID-1992,affiliation-1991,ID-1991,affiliation-1990,ID-1990,affiliation-1989,ID-1989,affiliation-1988,ID-1988,affiliation-1987,ID-1987,affiliation-1986,ID-1986,affiliation-1985,ID-1985,affiliation-1984,ID-1984,affiliation-1982,ID-1982,affiliation-1978,ID-1978,affiliation-1975,ID-1975,affiliation-1971,ID-1971,affiliation-1970,ID-1970
Yi He,A5002936232,4,,,Tyndall Centre,https://openalex.org/I4210143632,Tyndall Centre,https://openalex.org/I4210143632,Tyndall Centre,https://openalex.org/I4210143632,Tyndall Centre,https://openalex.org/I4210143632,Tyndall Centre,https://openalex.org/I4210143632,Tyndall Centre,https://openalex.org/I4210143632,Tyndall Centre,https://openalex.org/I4210143632,Tyndall Centre,https://openalex.org/I4210143632,Tyndall Centre,https://openalex.org/I4210143632,Tyndall Centre,https://openalex.org/I4210143632,Tyndall Centre,https://openalex.org/I4210143632,Shaanxi Provincial Meteorological Bureau,https://openalex.org/I4210090337,Tyndall Centre,https://openalex.org/I4210143632,Tyndall Centre,https://openalex.org/I4210143632,Tyndall Centre,https://openalex.org/I4210143632,King's College London,https://openalex.org/I183935753,King's College London,https://openalex.org/I183935753,University of Stuttgart,https://openalex.org/I100066346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yi Yang,A5124918471,1,Xijing University,https://openalex.org/I4210162994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yibo Liu,A5100656708,9,Harbin Institute of Technology,https://openalex.org/I204983213,Southeast University,https://openalex.org/I76569877,University of Victoria,https://openalex.org/I212119943,Xidian University,https://openalex.org/I149594827,Wuhan University of Science and Technology,https://openalex.org/I43922553,New York University,https://openalex.org/I57206974,Wuhan University of Science and Technology,https://openalex.org/I43922553,,,Xi'an Jiaotong University,https://openalex.org/I87445476,,,,,Heilongjiang University,https://openalex.org/I55022517,,,,,,,Police General Hospital,https://openalex.org/I4210130885,,,,,,,Heilongjiang University,https://openalex.org/I55022517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yibo Miao,A5045257498,1,,,,,,,,,,,,,Yan'an University,https://openalex.org/I4210102412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yichang Xu,A5124891052,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yichen Feng,A5124891379,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yicheng Gu,A5032326279,1,,,"Chinese University of Hong Kong, Shenzhen",https://openalex.org/I4210116924,"Chinese University of Hong Kong, Shenzhen",https://openalex.org/I4210116924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yichi Zhang,A5124948889,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yicun Chen,A5124886358,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yifan Bai,A5124911098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yifei Xin,A5040345182,5,,,,,University of Shanghai for Science and Technology,https://openalex.org/I148128674,Southeast University,https://openalex.org/I76569877,University of Shanghai for Science and Technology,https://openalex.org/I148128674,University of Shanghai for Science and Technology,https://openalex.org/I148128674,Beijing University of Posts and Telecommunications,https://openalex.org/I139759216,,,,,,,University of Rochester,https://openalex.org/I5388228,,,,,,,University of Toledo,https://openalex.org/I90871651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yifeng Liu,A5047022716,2,Shenzhen Nanshan Center for Chronic Disease Control,https://openalex.org/I4210164269,Putian University,https://openalex.org/I64449678,Shenzhen Nanshan Center for Chronic Disease Control,https://openalex.org/I4210164269,,,Shenzhen Nanshan Center for Chronic Disease Control,https://openalex.org/I4210164269,Shenzhen Nanshan Center for Chronic Disease Control,https://openalex.org/I4210164269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yikai Zhao,A5124968649,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yimin Chen,A5100377728,10,,,Northwestern Polytechnical University,https://openalex.org/I17145004,Northwestern Polytechnical University,https://openalex.org/I17145004,Northwestern Polytechnical University,https://openalex.org/I17145004,Tsinghua University,https://openalex.org/I99065089,"China University of Petroleum, East China",https://openalex.org/I4210162190,The University of Texas at Austin,https://openalex.org/I86519309,The University of Texas at Austin,https://openalex.org/I86519309,The Ohio State University,https://openalex.org/I52357470,Drexel University,https://openalex.org/I72816309,,,,,,,Yanshan University,https://openalex.org/I39333907,,,Shanghai University of Engineering Science,https://openalex.org/I141962983,,,,,Beijing University of Civil Engineering and Architecture,https://openalex.org/I62853816,,,,,National Chengchi University,https://openalex.org/I87354575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yiming Qin,A5025327117,7,,,Tsinghua University,https://openalex.org/I99065089,Peking University,https://openalex.org/I20231570,University of Hong Kong,https://openalex.org/I889458895,Shandong Normal University,https://openalex.org/I28006308,University of Hong Kong,https://openalex.org/I889458895,Inner Mongolia University of Science and Technology,https://openalex.org/I31637741,Northwestern Polytechnical University,https://openalex.org/I17145004,University of Hong Kong,https://openalex.org/I889458895,University of Hong Kong,https://openalex.org/I889458895,Jiangxi Science and Technology Normal University,https://openalex.org/I41317344,University of Hong Kong,https://openalex.org/I889458895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ying Yang,A5124934706,1,Shanghai Innovative Research Center of Traditional Chinese Medicine,https://openalex.org/I2802974365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ying Zou,A5124929711,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yingguo Yang,A5054579017,10,,,Hubei University,https://openalex.org/I75900474,Jiangxi Normal University,https://openalex.org/I53592917,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,Shanghai Synchrotron Radiation Facility,https://openalex.org/I4391768149,Shanghai Synchrotron Radiation Facility,https://openalex.org/I4391768149,Shanghai Synchrotron Radiation Facility,https://openalex.org/I4391768149,Shanghai Synchrotron Radiation Facility,https://openalex.org/I4391768149,Shanghai Synchrotron Radiation Facility,https://openalex.org/I4391768149,Shanghai Synchrotron Radiation Facility,https://openalex.org/I4391768149,Shanghai Synchrotron Radiation Facility,https://openalex.org/I4391768149,China Southern Power Grid (China),https://openalex.org/I74872605,Shanghai Synchrotron Radiation Facility,https://openalex.org/I4391768149,,,,,Second Hospital of Hebei Medical University,https://openalex.org/I4210099373,China Southern Power Grid (China),https://openalex.org/I74872605,Technical Institute of Physics and Chemistry,https://openalex.org/I4210140689,,,"University of California, Los Angeles",https://openalex.org/I161318765,"University of California, Los Angeles",https://openalex.org/I161318765,"University of California, Los Angeles",https://openalex.org/I161318765,Shanghai University,https://openalex.org/I113940042,Shanghai University,https://openalex.org/I113940042,,,Institute of High Energy Physics,https://openalex.org/I4210137180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yingjiang Chen,A5089598220,3,Liupanshui Normal University,https://openalex.org/I4210138370,Southwest Petroleum University,https://openalex.org/I165745306,Southwest Petroleum University,https://openalex.org/I165745306,Southwest Petroleum University,https://openalex.org/I165745306,,,,,,,,,,,Beijing Jiaotong University,https://openalex.org/I21193070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yingwei Ma,A5124924700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yiping Bao,A5043216848,2,,,,,Hunan Xiangdian Test Research Institute (China),https://openalex.org/I4210122501,Yuhuangding Hospital,https://openalex.org/I3018397418,,,,,,,,,,,,,Yuhuangding Hospital,https://openalex.org/I3018397418,,,Yuhuangding Hospital,https://openalex.org/I3018397418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yipu Wang,A5124905544,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yiqin Wang,A5073872340,2,,,Shanghai Research Center for Wireless Communications,https://openalex.org/I4210153300,Yangzhou University,https://openalex.org/I78978612,Shanghai Research Center for Wireless Communications,https://openalex.org/I4210153300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yiwei Li,A5124896215,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yizhi Zhang,A5124895144,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yong-Sheng Yang,A5052615725,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Hong Kong,https://openalex.org/I889458895,,,,,,,,,,,,,,,,,,,,,Beijing University of Posts and Telecommunications,https://openalex.org/I139759216,,,,,,,,,,,,,,,,,,,,,,,,
Yongsheng Kang,A5100931742,4,,,,,Beijing Chemical Industry Research Institute (China),https://openalex.org/I4210116579,,,Zhengzhou City Hospital,https://openalex.org/I4210109313,,,Zhengzhou City Hospital,https://openalex.org/I4210109313,,,,,North University of China,https://openalex.org/I135714990,,,,,,,,,,,,,Zhengzhou People's Hospital,https://openalex.org/I4210149496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yongting Zhang,A5124954332,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Youbo Shao,A5124904376,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yu Fan,A5124930344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yu Jing,A5112386744,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,People's Government of Shaanxi Province,https://openalex.org/I4210139215,Dalian University of Technology,https://openalex.org/I27357992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yu Zhang,A5124961270,1,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan Cao,A5124896638,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan Mei,A5100735875,2,,,,,,,Peking University,https://openalex.org/I20231570,,,,,,,,,,,Wuhan University,https://openalex.org/I37461747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuankun Chen,A5124889414,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuanxin Liu,A5044541656,14,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,Nanjing Medical University,https://openalex.org/I83519826,Hubei University,https://openalex.org/I75900474,Capital Normal University,https://openalex.org/I96852419,Capital Normal University,https://openalex.org/I96852419,Capital Normal University,https://openalex.org/I96852419,Capital Normal University,https://openalex.org/I96852419,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,Hebei University,https://openalex.org/I43337087,National University of Defense Technology,https://openalex.org/I170215575,Jiangxi University of Science and Technology,https://openalex.org/I4510145,Institute of Economics,https://openalex.org/I4210156834,Beijing Normal University,https://openalex.org/I25254941,North China Electric Power University,https://openalex.org/I153473198,Northwest A&F University,https://openalex.org/I89652312,,,,,North China Electric Power University,https://openalex.org/I153473198,North China Electric Power University,https://openalex.org/I153473198,University of North Carolina Health Care,https://openalex.org/I1333535994,University of North Carolina Health Care,https://openalex.org/I1333535994,,,University of North Carolina at Chapel Hill,https://openalex.org/I114027177,Peking University Shenzhen Hospital,https://openalex.org/I4210128628,University of North Carolina Health Care,https://openalex.org/I1333535994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuanying Guo,A5124967773,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yubo Liu,A5100747042,7,Northeastern University,https://openalex.org/I9224756,South China University of Technology,https://openalex.org/I90610280,Northeastern University,https://openalex.org/I9224756,South China University of Technology,https://openalex.org/I90610280,Sun Yat-sen University,https://openalex.org/I157773358,South China University of Technology,https://openalex.org/I90610280,Shanghai Electric (China),https://openalex.org/I4210126065,Arizona State University,https://openalex.org/I55732556,,,,,,,South China University of Technology,https://openalex.org/I90610280,University of Sydney,https://openalex.org/I129604602,,,,,,,Beihang University,https://openalex.org/I82880672,Beihang University,https://openalex.org/I82880672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuchao Qian,A5023154572,1,,,Zhengzhou University of Light Industry,https://openalex.org/I23171815,,,Zhengzhou University of Light Industry,https://openalex.org/I23171815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yucheng Wang,A5124876111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yucheng Wu,A5000234334,16,,,National Taipei University,https://openalex.org/I99613584,University of Science and Technology Beijing,https://openalex.org/I92403157,Southern Taiwan University of Science and Technology,https://openalex.org/I92582371,Taiyuan University of Technology,https://openalex.org/I9086337,Zhangzhou Normal University,https://openalex.org/I9356336,Taiyuan University of Technology,https://openalex.org/I9086337,University of Science and Technology Beijing,https://openalex.org/I92403157,Taiyuan University of Technology,https://openalex.org/I9086337,Institute of Solid State Physics,https://openalex.org/I4210154057,Advanced Materials and Devices (United States),https://openalex.org/I4210143726,China Nonferrous Metal Mining (China),https://openalex.org/I4210126991,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,Zhengzhou University,https://openalex.org/I38877650,Institute of Intelligent Machines,https://openalex.org/I4210099079,Lunghwa University of Science and Technology,https://openalex.org/I50519452,Chang Gung University,https://openalex.org/I173093425,Institute of Solid State Physics,https://openalex.org/I4210154057,The University of Texas at Austin,https://openalex.org/I86519309,Hefei University of Technology,https://openalex.org/I16365422,Institute of Solid State Physics,https://openalex.org/I4210154057,Institute of Solid State Physics,https://openalex.org/I4210154057,Institute of Solid State Physics,https://openalex.org/I4210154057,Institute of Solid State Physics,https://openalex.org/I4210154057,Hefei University of Technology,https://openalex.org/I16365422,Institute of Atmospheric Physics,https://openalex.org/I4210152758,Institute of Solid State Physics,https://openalex.org/I4210154057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuchong Xie,A5124913117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yue Liu,A5124899971,1,Sichuan Normal University,https://openalex.org/I63354593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuefeng Wu,A5124952850,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuemeng Xu,A5124959793,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuhao Dong,A5101315785,5,South China University of Technology,https://openalex.org/I90610280,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,PLA Academy of Military Science,https://openalex.org/I4210158522,Chinese PLA General Hospital,https://openalex.org/I2802939634,,,,,Nanjing Agricultural University,https://openalex.org/I119454577,South China University of Technology,https://openalex.org/I90610280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuhao Wu,A5124884479,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yujie Chen,A5124876348,1,Northern University of Malaysia,https://openalex.org/I94625822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yulun Du,A5012998749,3,,,Chengdu University of Technology,https://openalex.org/I31595395,Chengdu University of Technology,https://openalex.org/I31595395,Columbia University,https://openalex.org/I78577930,,,,,,,,,Carnegie Mellon University,https://openalex.org/I74973139,Carnegie Mellon University,https://openalex.org/I74973139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunpeng Tai,A5101177502,2,,,First Affiliated Hospital of Wenzhou Medical University,https://openalex.org/I2801769982,,,,,Beijing Institute of Technology,https://openalex.org/I125839683,,,,,,,,,,,,,,,,,,,,,,,First Affiliated Hospital of Wenzhou Medical University,https://openalex.org/I2801769982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yushun Zhang,A5124915312,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yutao Zhang,A5124951722,1,Shaanxi University of Science and Technology,https://openalex.org/I51622183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yutian Chen,A5124953396,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yutong Zhang,A5124953376,1,Guangzhou University,https://openalex.org/I37987034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuxiao Li,A5124886316,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuxin Dong,A5124915271,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuxin Wu,A5014209482,14,China Agricultural University,https://openalex.org/I52158045,Tsinghua University,https://openalex.org/I99065089,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,Tsinghua University,https://openalex.org/I99065089,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,University of Hong Kong,https://openalex.org/I889458895,Technical University of Denmark,https://openalex.org/I96673099,Hong Kong University of Science and Technology,https://openalex.org/I200769079,East China Normal University,https://openalex.org/I66867065,Hong Kong University of Science and Technology,https://openalex.org/I200769079,State Key Laboratory of Powder Metallurgy,https://openalex.org/I4391768205,Powder Metallurgy Institute,https://openalex.org/I4210115385,Lawrence Berkeley National Laboratory,https://openalex.org/I148283060,NASA Earth Science,https://openalex.org/I4391768265,Lawrence Berkeley National Laboratory,https://openalex.org/I148283060,Lawrence Berkeley National Laboratory,https://openalex.org/I148283060,Fudan University,https://openalex.org/I24943067,Lawrence Berkeley National Laboratory,https://openalex.org/I148283060,Nanjing Agricultural University,https://openalex.org/I119454577,"Rutgers, The State University of New Jersey",https://openalex.org/I102322142,Lawrence Berkeley National Laboratory,https://openalex.org/I148283060,"Rutgers, The State University of New Jersey",https://openalex.org/I102322142,,,,,,,,,,,,,Lawrence Berkeley National Laboratory,https://openalex.org/I148283060,,,,,,,,,,,,,,,NASA Earth Science,https://openalex.org/I4391768265,,,,,,,,,,,,,,,,,,,,,,
Yuxuan Zhu,A5124878246,1,,,Institute of High Energy Physics,https://openalex.org/I4210137180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuyao Ge,A5101263698,2,,,,,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,North China University of Technology,https://openalex.org/I1456306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuzhi Wang,A5100669047,7,,,Shenzhen Pingle Orthopedic Hospital,https://openalex.org/I4210160314,,,Sixth Affiliated Hospital of Sun Yat-sen University,https://openalex.org/I4210093460,,,Zhejiang University of Technology,https://openalex.org/I55712492,Zhejiang University of Technology,https://openalex.org/I55712492,Zhejiang University of Technology,https://openalex.org/I55712492,,,,,,,Liaocheng People's Hospital,https://openalex.org/I4210160222,Southeast University,https://openalex.org/I76569877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beijing Institute of Neurosurgery,https://openalex.org/I4210113914,,,,,Academy of Military Medical Sciences,https://openalex.org/I2802541053,,,,,,,,,,,,,,,,,,,,,,
Yuzi Yan,A5010122282,1,,,,,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z B Wang,A5109472892,1,,,,,Peking University,https://openalex.org/I20231570,,,Peking University,https://openalex.org/I20231570,,,Peking University,https://openalex.org/I20231570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z. B. Liu,A5031718334,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dalian University of Technology,https://openalex.org/I27357992,,,,,,,,,,,Nanjing University,https://openalex.org/I881766915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaida Zhou,A5113154912,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zelai Xu,A5062497242,5,Tsinghua University,https://openalex.org/I99065089,,,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Baidu (China),https://openalex.org/I98301712,,,,,,,,,,,,,,,Université Clermont Auvergne,https://openalex.org/I198244214,,,,,,,,,Development Fund,https://openalex.org/I4210107834,Centre d'Études et de Recherches sur le Développement International,https://openalex.org/I4387153954,Centre d'Études et de Recherches sur le Développement International,https://openalex.org/I4387153954,Centre d'Études et de Recherches sur le Développement International,https://openalex.org/I4387153954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeyu Feng,A5101380885,1,,,,,Nanjing University of Chinese Medicine,https://openalex.org/I131434179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
