Author,OA_ID,unique_affiliation_count,affiliation-2025,ID-2025,affiliation-2024,ID-2024,affiliation-2023,ID-2023,affiliation-2022,ID-2022,affiliation-2021,ID-2021,affiliation-2020,ID-2020,affiliation-2019,ID-2019,affiliation-2018,ID-2018,affiliation-2017,ID-2017,affiliation-2016,ID-2016,affiliation-2015,ID-2015,affiliation-2014,ID-2014,affiliation-2013,ID-2013,affiliation-2012,ID-2012,affiliation-2011,ID-2011,affiliation-2010,ID-2010,affiliation-2009,ID-2009,affiliation-2008,ID-2008,affiliation-2007,ID-2007,affiliation-2006,ID-2006,affiliation-2005,ID-2005,affiliation-2004,ID-2004,affiliation-2003,ID-2003,affiliation-2002,ID-2002,affiliation-2001,ID-2001,affiliation-2000,ID-2000,affiliation-1999,ID-1999,affiliation-1997,ID-1997,affiliation-1994,ID-1994,affiliation-1993,ID-1993,affiliation-1989,ID-1989
Y. X. Wei,A5068079517,5,Hainan University,https://openalex.org/I20942203,Yangtze University,https://openalex.org/I177739611,Hainan University,https://openalex.org/I20942203,Hainan University,https://openalex.org/I20942203,Hainan University,https://openalex.org/I20942203,Haikou City People's Hospital,https://openalex.org/I4210086096,Hainan University,https://openalex.org/I20942203,Hainan University,https://openalex.org/I20942203,University of Hong Kong,https://openalex.org/I889458895,Chinese Academy of Tropical Agricultural Sciences,https://openalex.org/I107851509,Chinese Academy of Tropical Agricultural Sciences,https://openalex.org/I107851509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunxian Ma,A5107930819,6,,,Institute of Modern Physics,https://openalex.org/I4210131271,Chinese Academy of Sciences,https://openalex.org/I19820366,Institute of High Energy Physics,https://openalex.org/I4210137180,Peking University,https://openalex.org/I20231570,Ludwig-Maximilians-Universität München,https://openalex.org/I8204097,Joint Institute for Nuclear Research,https://openalex.org/I32699454,,,,,,,,,,,,,Institute of High Energy Physics,https://openalex.org/I4210137180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huajian Xin,A5111038333,1,,,Northeast Agricultural University,https://openalex.org/I169572211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhigang Yan,A5001698196,1,,,,,,,,,Shantou University,https://openalex.org/I32574673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jingchang Chen,A5003566311,6,,,Impact,https://openalex.org/I4210161256,China Southern Power Grid (China),https://openalex.org/I74872605,State Key Laboratory of Vehicle NVH and Safety Technology,https://openalex.org/I4210145005,State Key Laboratory of Vehicle NVH and Safety Technology,https://openalex.org/I4210145005,,,State Key Laboratory of Vehicle NVH and Safety Technology,https://openalex.org/I4210145005,Sun Yat-sen University,https://openalex.org/I157773358,,,Sun Yat-sen University,https://openalex.org/I157773358,National Natural Science Foundation of China,https://openalex.org/I102398690,,,Sun Yat-sen University,https://openalex.org/I157773358,Sun Yat-sen University,https://openalex.org/I157773358,,,China University of Mining and Technology,https://openalex.org/I25757504,China University of Mining and Technology,https://openalex.org/I25757504,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qiancheng Wang,A5009091910,3,,,,,National University of Defense Technology,https://openalex.org/I170215575,National University of Defense Technology,https://openalex.org/I170215575,National University of Defense Technology,https://openalex.org/I170215575,University of Southampton,https://openalex.org/I43439940,National University of Defense Technology,https://openalex.org/I170215575,Zhengzhou University,https://openalex.org/I38877650,National University of Defense Technology,https://openalex.org/I170215575,National University of Defense Technology,https://openalex.org/I170215575,National University of Defense Technology,https://openalex.org/I170215575,National University of Defense Technology,https://openalex.org/I170215575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuyang Zhou,A5011549126,2,Westlake University,https://openalex.org/I3133055985,Donghua University,https://openalex.org/I181326427,Donghua University,https://openalex.org/I181326427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yifan Shi,A5018598375,2,,,Yunnan Metallurgical Group (China),https://openalex.org/I4210149647,,,Beijing University of Chemical Technology,https://openalex.org/I75390827,,,,,,,Beijing University of Chemical Technology,https://openalex.org/I75390827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuai Yu,A5022036537,9,,,Shenzhen University,https://openalex.org/I180726961,Shenzhen University,https://openalex.org/I180726961,Shaoxing University,https://openalex.org/I192209268,University of Notre Dame,https://openalex.org/I107639228,Shenzhen University,https://openalex.org/I180726961,Shenzhen University,https://openalex.org/I180726961,Stanford University,https://openalex.org/I97018004,Stanford Medicine,https://openalex.org/I4210137306,University of Notre Dame,https://openalex.org/I107639228,University of Notre Dame,https://openalex.org/I107639228,National University of Singapore,https://openalex.org/I165932596,Leiden University,https://openalex.org/I121797337,Huygens Institute for History and Culture of the Netherlands,https://openalex.org/I2801908541,North Carolina State University,https://openalex.org/I137902535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y. Q. Wang,A5022368707,1,,,,,,,,,,,,,,,,,Johannes Gutenberg University Mainz,https://openalex.org/I197323543,,,Johannes Gutenberg University Mainz,https://openalex.org/I197323543,Johannes Gutenberg University Mainz,https://openalex.org/I197323543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runji Wang,A5024300524,2,,,,,,,Hunan University of Science and Technology,https://openalex.org/I121296143,,,Wuhan University,https://openalex.org/I37461747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xingchao Liu,A5024864770,6,,,Sichuan Academy of Medical Sciences & Sichuan Provincial People's Hospital,https://openalex.org/I4210118397,Northeast Agricultural University,https://openalex.org/I169572211,Hebei University of Chinese Medicine,https://openalex.org/I4210122705,Ningxia University,https://openalex.org/I21642278,Army Medical University,https://openalex.org/I151075929,Northeast Agricultural University,https://openalex.org/I169572211,China Agricultural University,https://openalex.org/I52158045,China Agricultural University,https://openalex.org/I52158045,China Agricultural University,https://openalex.org/I52158045,China Agricultural University,https://openalex.org/I52158045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruoyu Zhang,A5034697076,6,,,Northwest A&F University,https://openalex.org/I89652312,,,Peng Huanwu Center for Fundamental Theory,https://openalex.org/I4210112519,Yangtze University,https://openalex.org/I177739611,Cornell University,https://openalex.org/I205783295,Cornell University,https://openalex.org/I205783295,The University of Texas MD Anderson Cancer Center,https://openalex.org/I1343551460,Amgen (United States),https://openalex.org/I1320553840,Cornell University,https://openalex.org/I205783295,,,,,,,,,The University of Texas MD Anderson Cancer Center,https://openalex.org/I1343551460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziyang Song,A5043597604,1,,,,,,,,,,,Capital Medical University,https://openalex.org/I183519381,Capital Medical University,https://openalex.org/I183519381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhicheng Ma,A5045715549,1,,,,,,,Lanzhou Jiaotong University,https://openalex.org/I3133134087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaokang Zhang,A5048566877,1,,,,,China Agricultural University,https://openalex.org/I52158045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruisong Zhang,A5048832336,3,,,China University of Geosciences (Beijing),https://openalex.org/I3125743391,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,,,,,,,China National Petroleum Corporation (China),https://openalex.org/I98227222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yi Yu,A5060198927,7,ShanghaiTech University,https://openalex.org/I30809798,"Rutgers, The State University of New Jersey",https://openalex.org/I102322142,Bridge University,https://openalex.org/I4210096386,Zhengzhou University,https://openalex.org/I38877650,Anhui University,https://openalex.org/I143868143,South China University of Technology,https://openalex.org/I90610280,South China University of Technology,https://openalex.org/I90610280,Anhui University,https://openalex.org/I143868143,Gannan Normal University,https://openalex.org/I4210119042,Gannan Normal University,https://openalex.org/I4210119042,ShanghaiTech University,https://openalex.org/I30809798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yujia He,A5060991733,2,,,Monash University,https://openalex.org/I56590836,,,State Key Laboratory of Biotherapy,https://openalex.org/I4391768003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yue Gong,A5065675807,5,,,Anhui Agricultural University,https://openalex.org/I140221134,Shanghai Medical College of Fudan University,https://openalex.org/I133868755,Shanghai Medical College of Fudan University,https://openalex.org/I133868755,PLA 306 Hospital,https://openalex.org/I4210107698,Nanchang University,https://openalex.org/I141649914,Capital Medical University,https://openalex.org/I183519381,Capital Medical University,https://openalex.org/I183519381,Capital Medical University,https://openalex.org/I183519381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhiyu Wu,A5071782544,8,First Affiliated Hospital of Guangzhou University of Chinese Medicine,https://openalex.org/I4210105832,Shanxi Datong University,https://openalex.org/I5422934,Hainan University,https://openalex.org/I20942203,Hainan University,https://openalex.org/I20942203,Hainan University,https://openalex.org/I20942203,,,Hainan University,https://openalex.org/I20942203,North China Electric Power University,https://openalex.org/I153473198,,,,,Hainan University,https://openalex.org/I20942203,,,Shenyang University of Chemical Technology,https://openalex.org/I48780066,,,,,,,Hainan University,https://openalex.org/I20942203,Block Engineering (United States),https://openalex.org/I4210121678,,,,,,,Suzhou University of Science and Technology,https://openalex.org/I308837,Auburn University,https://openalex.org/I82497590,,,,,,,,,,,,,,,,
Ziyi Gao,A5075527381,2,,,,,Beijing Forestry University,https://openalex.org/I31683504,Qinghai University for Nationalities,https://openalex.org/I290007724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wenqin Yu,A5082678890,3,,,Stem Cell Institute,https://openalex.org/I4210136633,Ningxia Medical University General Hospital,https://openalex.org/I4210139449,,,,,,,Jiangsu Province Hospital,https://openalex.org/I4210152119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chengda Lu,A5090328003,4,,,Shanxi Agricultural University,https://openalex.org/I119868032,Ministry of Education of the People's Republic of China,https://openalex.org/I1327237609,Ministry of Education of the People's Republic of China,https://openalex.org/I1327237609,Ministry of Education of the People's Republic of China,https://openalex.org/I1327237609,Ministry of Education of the People's Republic of China,https://openalex.org/I1327237609,Swinburne University of Technology,https://openalex.org/I57093077,Swinburne University of Technology,https://openalex.org/I57093077,Swinburne University of Technology,https://openalex.org/I57093077,China University of Geosciences,https://openalex.org/I3124059619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuxiang Luo,A5100569167,2,,,Hainan Agricultural School,https://openalex.org/I4210145393,Hainan Agricultural School,https://openalex.org/I4210145393,,,,,,,,,,,,,,,,,,,,,,,,,,,Guizhou Electric Power Design and Research Institute,https://openalex.org/I4210145500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinyuan Li,A5100663165,6,Southern Medical University,https://openalex.org/I58200834,,,Ministry of Agriculture and Rural Affairs,https://openalex.org/I4210151987,Zhejiang A & F University,https://openalex.org/I1284762954,,,Peking University,https://openalex.org/I20231570,Nanjing University,https://openalex.org/I881766915,Northeast Agricultural University,https://openalex.org/I169572211,Peking University,https://openalex.org/I20231570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xin Cheng,A5100692497,5,,,Shanghai University of Medicine and Health Sciences,https://openalex.org/I4210135985,Nankai University,https://openalex.org/I205237279,Beijing Jiaotong University,https://openalex.org/I21193070,Beijing Jiaotong University,https://openalex.org/I21193070,,,,,,,Beijing Jiaotong University,https://openalex.org/I21193070,,,,,,,,,,,,,Southeast University,https://openalex.org/I76569877,,,,,,,,,Harbin Institute of Technology,https://openalex.org/I204983213,,,,,,,,,,,,,,,,,,,,
Zijun Liu,A5100725216,4,,,,,Hebei Agricultural University,https://openalex.org/I108160477,,,Shanghai Ocean University,https://openalex.org/I44675526,Qingdao Agricultural University,https://openalex.org/I146773158,Nankai University,https://openalex.org/I205237279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bo Liu,A5100727812,2,,,Xidian University,https://openalex.org/I149594827,Institute of Earth Environment,https://openalex.org/I4210159790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junlong Li,A5100757072,6,,,Fuzhou University,https://openalex.org/I80947539,Sanming University,https://openalex.org/I4210149962,Tsinghua University,https://openalex.org/I99065089,Shandong University of Science and Technology,https://openalex.org/I80143920,University of Bath,https://openalex.org/I51601045,Beijing University of Civil Engineering and Architecture,https://openalex.org/I62853816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yu Wu,A5100861568,4,,,Wenzhou Medical University,https://openalex.org/I27781120,"University at Buffalo, State University of New York",https://openalex.org/I63190737,,,,,,,,,,,,,,,National University of Defense Technology,https://openalex.org/I170215575,National University of Defense Technology,https://openalex.org/I170215575,National University of Defense Technology,https://openalex.org/I170215575,,,,,,,,,,,,,,,Chinese Academy of Sciences,https://openalex.org/I19820366,,,,,,,,,,,,,,,,,,,,
Yiyang Ma,A5101360646,2,,,Peking University,https://openalex.org/I20231570,King Mongkut's University of Technology Thonburi,https://openalex.org/I60837268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yang Zhang,A5101456454,3,,,Southwest Petroleum University,https://openalex.org/I165745306,Ministry of Natural Resources,https://openalex.org/I211433327,Ministry of Natural Resources,https://openalex.org/I211433327,,,,,Dalian University of Technology,https://openalex.org/I27357992,Ministry of Natural Resources,https://openalex.org/I211433327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bing Xue,A5101472713,7,,,Chinese Academy of Sciences,https://openalex.org/I19820366,Jilin University,https://openalex.org/I194450716,Jilin Medical University,https://openalex.org/I4210136497,Zhejiang Ocean University,https://openalex.org/I31847773,Shaanxi University of Science and Technology,https://openalex.org/I51622183,Ministry of Natural Resources,https://openalex.org/I211433327,Ministry of Natural Resources,https://openalex.org/I211433327,,,Ministry of Natural Resources,https://openalex.org/I211433327,,,Jilin University,https://openalex.org/I194450716,Jilin University,https://openalex.org/I194450716,Tongji University,https://openalex.org/I116953780,Jilin Medical University,https://openalex.org/I4210136497,Jilin University,https://openalex.org/I194450716,Jilin Medical University,https://openalex.org/I4210136497,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai Hu,A5101710153,5,,,Peking University,https://openalex.org/I20231570,Tsinghua University,https://openalex.org/I99065089,Ministry of Education of the People's Republic of China,https://openalex.org/I1327237609,,,,,,,,,Tongji University,https://openalex.org/I116953780,Anhui University of Technology,https://openalex.org/I92178344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tao Yun,A5102213433,4,,,Fujian Agriculture and Forestry University,https://openalex.org/I61057504,Jiangsu Institute of Meteorological Sciences,https://openalex.org/I4210131567,Yancheng Institute of Technology,https://openalex.org/I4210157719,,,,,,,,,,,Wuhan University,https://openalex.org/I37461747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xuheng Lin,A5102457348,1,,,,,,,,,,,,,China United Network Communications Group (China),https://openalex.org/I6507939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zijia Zhu,A5102510461,4,,,Shanghai Jiao Tong University,https://openalex.org/I183067930,Shanghai Center for Brain Science and Brain-Inspired Technology,https://openalex.org/I4210164150,Shanghai Jiao Tong University,https://openalex.org/I183067930,First Affiliated Hospital of Zhengzhou University,https://openalex.org/I4210156804,Jilin University,https://openalex.org/I194450716,First Affiliated Hospital of Zhengzhou University,https://openalex.org/I4210156804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kexin Huang,A5102892551,5,,,National University of Defense Technology,https://openalex.org/I170215575,Nanjing Forestry University,https://openalex.org/I167027274,Nanjing Forestry University,https://openalex.org/I167027274,Nanjing Forestry University,https://openalex.org/I167027274,Nanjing Forestry University,https://openalex.org/I167027274,Nanjing Forestry University,https://openalex.org/I167027274,Northwestern Polytechnical University,https://openalex.org/I17145004,,,,,Jilin University,https://openalex.org/I194450716,,,Northwestern Polytechnical University,https://openalex.org/I17145004,First Bethune Hospital of Jilin University,https://openalex.org/I4210146008,,,Northwestern Polytechnical University,https://openalex.org/I17145004,,,,,,,Northwestern Polytechnical University,https://openalex.org/I17145004,,,,,,,,,,,,,,,,,,,,,,
Litong Wang,A5103211182,9,,,Dalian University of Technology,https://openalex.org/I27357992,North China Electric Power University,https://openalex.org/I153473198,Southwest Petroleum University,https://openalex.org/I165745306,Dalian Medical University,https://openalex.org/I191996457,North China Electric Power University,https://openalex.org/I153473198,Yangzhou University,https://openalex.org/I78978612,Liaoning University of Traditional Chinese Medicine,https://openalex.org/I2800959905,North China Electric Power University,https://openalex.org/I153473198,Zhejiang University of Technology,https://openalex.org/I55712492,,,Harbin Engineering University,https://openalex.org/I151727225,Zhejiang University of Technology,https://openalex.org/I55712492,Zhejiang University of Technology,https://openalex.org/I55712492,Zhejiang University of Technology,https://openalex.org/I55712492,Zhejiang University of Technology,https://openalex.org/I55712492,Chongqing University,https://openalex.org/I158842170,Chongqing University,https://openalex.org/I158842170,,,,,,,,,,,,,,,,,,,,,,,,,,
Zizheng Pan,A5104206167,3,,,Monash University,https://openalex.org/I56590836,Monash University,https://openalex.org/I56590836,Australian Regenerative Medicine Institute,https://openalex.org/I2801239119,Australian Regenerative Medicine Institute,https://openalex.org/I2801239119,Air Force Medical University,https://openalex.org/I9916479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yisong Wang,A5104684132,1,,,Taizhou Vocational and Technical College,https://openalex.org/I4210161807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yongji Wang,A5110372162,8,,,Beijing University of Technology,https://openalex.org/I37796252,Beijing University of Posts and Telecommunications,https://openalex.org/I139759216,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,Institute of Software,https://openalex.org/I4210128818,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,State Key Laboratory of Computer Science,https://openalex.org/I4391767820,Air Force Medical University,https://openalex.org/I9916479,,,Maternal and Child Health Hospital of Sichuan Province,https://openalex.org/I4210124723,Medical Technology Transfer (Netherlands),https://openalex.org/I4210160980,Air Force Medical University,https://openalex.org/I9916479,,,State Key Laboratory of Computer Science,https://openalex.org/I4391767820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhengyan Zhang,A5111176285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuting Pan,A5113628365,1,,,,,,,,,,,,,,,,,,,,,First Affiliated Hospital of Nanchang University,https://openalex.org/I4210164024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bochao Wu,A5103178710,6,,,Yuanpei University,https://openalex.org/I25251306,Yunnan University,https://openalex.org/I189210763,Southwest Jiaotong University,https://openalex.org/I4800084,Institute of High Energy Physics,https://openalex.org/I4210137180,China Electronics Technology Group Corporation,https://openalex.org/I2800372957,Institute of High Energy Physics,https://openalex.org/I4210137180,Nantong University,https://openalex.org/I199305430,China Electronics Technology Group Corporation,https://openalex.org/I2800372957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fucong Dai,A5029983760,3,,,Jiangsu University,https://openalex.org/I115592961,Wenzhou University,https://openalex.org/I146620803,Shanghai Electric (China),https://openalex.org/I4210126065,Jiangsu University,https://openalex.org/I115592961,Jiangsu University,https://openalex.org/I115592961,Jiangsu University,https://openalex.org/I115592961,Jiangsu University,https://openalex.org/I115592961,Jiangsu University,https://openalex.org/I115592961,Jiangsu University,https://openalex.org/I115592961,Jiangsu University,https://openalex.org/I115592961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinxia Shan,A5059343948,2,University of Science and Technology of China,https://openalex.org/I126520041,University of Science and Technology of China,https://openalex.org/I126520041,University of Science and Technology of China,https://openalex.org/I126520041,University of Science and Technology of China,https://openalex.org/I126520041,University of Science and Technology of China,https://openalex.org/I126520041,Sun Yat-sen University,https://openalex.org/I157773358,University of Science and Technology of China,https://openalex.org/I126520041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xuan Lu,A5052404451,7,,,Anhui Jianzhu University,https://openalex.org/I118987531,University of Arizona,https://openalex.org/I138006243,Guangdong Ocean University,https://openalex.org/I79223203,Guangdong Ocean University,https://openalex.org/I79223203,Guangdong Ocean University,https://openalex.org/I79223203,Zhengzhou University,https://openalex.org/I38877650,Zhejiang University,https://openalex.org/I76130692,First Affiliated Hospital Zhejiang University,https://openalex.org/I4210166576,,,,,Jingdezhen University,https://openalex.org/I4210100098,,,,,,,,,,,,,,,Zhejiang University,https://openalex.org/I76130692,,,,,,,,,,,,,,,,,,,,,,
Yuan Ou,A5028036445,3,South China University of Technology,https://openalex.org/I90610280,Xihua University,https://openalex.org/I102345215,,,National Traffic Safety and Environment Laboratory,https://openalex.org/I4210159335,,,,,,,Xihua University,https://openalex.org/I102345215,Xihua University,https://openalex.org/I102345215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunfan Xiong,A5055302542,2,,,Jiangxi Normal University,https://openalex.org/I53592917,,,,,Chemical Synthesis Lab,https://openalex.org/I4210162663,Jiangxi Normal University,https://openalex.org/I53592917,Jiangxi Normal University,https://openalex.org/I53592917,,,,,Jiangxi Normal University,https://openalex.org/I53592917,Jiangxi Normal University,https://openalex.org/I53592917,Chemical Synthesis Lab,https://openalex.org/I4210162663,,,,,,,,,Jiangxi Normal University,https://openalex.org/I53592917,,,Jiangxi Normal University,https://openalex.org/I53592917,,,,,,,,,,,,,,,,,,,,,,,,
Z. F. Wu,A5102019727,5,Qingdao Academy of Agricultural Sciences,https://openalex.org/I4210130235,University of Chicago,https://openalex.org/I40347166,First Affiliated Hospital of Harbin Medical University,https://openalex.org/I4210156501,Hebei University,https://openalex.org/I43337087,Xi'an Jiaotong University,https://openalex.org/I87445476,Hebei University,https://openalex.org/I43337087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhean Xu,A5104332671,3,Chinese Academy of Sciences,https://openalex.org/I19820366,Chinese Academy of Sciences,https://openalex.org/I19820366,,,Purple Mountain Observatory,https://openalex.org/I2802340896,Purple Mountain Observatory,https://openalex.org/I2802340896,,,Purple Mountain Observatory,https://openalex.org/I2802340896,Purple Mountain Observatory,https://openalex.org/I2802340896,University of Science and Technology of China,https://openalex.org/I126520041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Han Bao,A5021682810,3,,,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,Northwestern Polytechnical University,https://openalex.org/I17145004,Northwestern Polytechnical University,https://openalex.org/I17145004,Northwestern Polytechnical University,https://openalex.org/I17145004,Northwestern Polytechnical University,https://openalex.org/I17145004,,,,,,,,,Shandong University,https://openalex.org/I154099455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haocheng Wang,A5034335736,4,Southern Medical University,https://openalex.org/I58200834,China Medical University,https://openalex.org/I91656880,China Medical University,https://openalex.org/I91656880,Translational Research Institute,https://openalex.org/I1308309334,Hainan University,https://openalex.org/I20942203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chenyu Zhang,A5100377485,5,,,Xi'an Shiyou University,https://openalex.org/I181903023,Chengdu University of Information Technology,https://openalex.org/I24201400,,,Shanghai Electric (China),https://openalex.org/I4210126065,Electric Power Research Institute,https://openalex.org/I1335486098,,,,,,,Shanghai Electric (China),https://openalex.org/I4210126065,,,Nanjing University of Science and Technology,https://openalex.org/I36399199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiawei Wang,A5103002075,2,,,State Key Laboratory on Integrated Optoelectronics,https://openalex.org/I4210091786,Jilin University,https://openalex.org/I194450716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanjia Zhao,A5112946948,2,,,,,Zhejiang University,https://openalex.org/I76130692,,,,,,,,,,,Northwestern Polytechnical University,https://openalex.org/I17145004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuhan Wu,A5075693457,7,,,Hangzhou Normal University,https://openalex.org/I163151501,First Affiliated Hospital of Wenzhou Medical University,https://openalex.org/I2801769982,Henan University of Urban Construction,https://openalex.org/I4210113703,Australian National University,https://openalex.org/I118347636,Hangzhou Normal University,https://openalex.org/I163151501,Guangzhou University of Chinese Medicine,https://openalex.org/I117532281,Institute of Applied Ecology,https://openalex.org/I4210110024,Institute of Applied Ecology,https://openalex.org/I4210110024,Institute of Applied Ecology,https://openalex.org/I4210110024,Hangzhou Normal University,https://openalex.org/I163151501,,,,,,,Chinese Academy of Sciences,https://openalex.org/I19820366,,,,,,,,,,,,,,,,,Institute of Applied Ecology,https://openalex.org/I4210110024,,,,,,,,,,,,,,
Yukun Li,A5018379530,5,,,Xinjiang University,https://openalex.org/I96908189,Qingdao University,https://openalex.org/I108688024,,,,,,,,,Xinjiang Institute of Ecology and Geography,https://openalex.org/I4210103115,Xinjiang Medical University,https://openalex.org/I154093214,,,Chinese Academy of Sciences,https://openalex.org/I19820366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jingxiang Sun,A5040066835,1,,,,,,,Tsinghua University,https://openalex.org/I99065089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tongzheng Ren,A5055015446,3,,,,,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,The University of Texas at Austin,https://openalex.org/I86519309,The University of Texas at Austin,https://openalex.org/I86519309,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. X. Liu,A5062061862,3,,,Beihang University,https://openalex.org/I82880672,Beihang University,https://openalex.org/I82880672,Shandong University of Technology,https://openalex.org/I119203015,,,,,,,,,,,,,,,,,Michigan State University,https://openalex.org/I87216513,,,Michigan State University,https://openalex.org/I87216513,Michigan State University,https://openalex.org/I87216513,,,Michigan State University,https://openalex.org/I87216513,,,,,,,,,,,,,,,,,,,,,,,,,,
