Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,ID-1923,ID-1936,ID-1944,ID-1959,ID-1962,ID-1976,ID-1979,ID-1982,affiliation-1923,affiliation-1936,affiliation-1944,affiliation-1959,affiliation-1962,affiliation-1976,affiliation-1979,affiliation-1982,unique_affiliation_count,all_china,some_china,some_usa,all_countries,affiliation_display_name_1982,affiliation_id_1982,affiliation_country_1982,affiliation_display_name_1979,affiliation_id_1979,affiliation_country_1979,affiliation_display_name_1976,affiliation_id_1976,affiliation_country_1976,affiliation_display_name_1962,affiliation_id_1962,affiliation_country_1962,affiliation_display_name_1959,affiliation_id_1959,affiliation_country_1959,affiliation_display_name_1944,affiliation_id_1944,affiliation_country_1944,affiliation_display_name_1936,affiliation_id_1936,affiliation_country_1936,affiliation_display_name_1923,affiliation_id_1923,affiliation_country_1923,affiliation_data,unique_country_count,all_usa,Most Recent Affiliation Year,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1983,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1984,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1985,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1986,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1987,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1988,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1989,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1990,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1991,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1992,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1993,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1994,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1995,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1996,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1997,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1998,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1999,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_2000,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2001,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2002,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2003,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2004,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2005,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2006,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2007,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2008,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2009,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2010,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2011,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2012,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2013,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2014,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2015,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2016,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2017,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2018,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2019,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2020,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2021,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2022,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2023,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2024,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2025,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2026
Kevin P. Murphy,1,,https://openalex.org/A5032986126,A5032986126,https://orcid.org/0000-0002-8819-7834,Kevin P. Murphy,"K Murphy, K. Murphy, K. P. Murphy, K.P. Murphy, KEVIN P. MURPHY, Kevin H. Murphy, Kevin Murphy, Kevin P Murphy, Kevin P. Murphy, Kevin P. Murphy Ph.D.",109,2249,0.5714285714285714,24,41,,,,,,,,,,,,,,,,,11,False,False,True,"Canada, Ireland, United Kingdom, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,4,False,2026,Cardiff University,United Kingdom,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210125099,United States,Mayo Clinic in Arizona,,,,,,,,,,https://openalex.org/I2802396013,Ireland,Cork University Hospital,,,,,,,,,,,,,,,,https://openalex.org/I4210092440,United States,Hughston Clinic,,,,https://openalex.org/I148314036,United States,Uniformed Services University of the Health Sciences,,,,https://openalex.org/I92664306,United States,Walter Reed Army Institute of Research,,,,https://openalex.org/I92664306,United States,Walter Reed Army Institute of Research,https://openalex.org/I4210127679,United States,Heekin Clinic,https://openalex.org/I4210127679,United States,Heekin Clinic,https://openalex.org/I4210127679,United States,Heekin Clinic,,,,https://openalex.org/I2802396013,Ireland,Cork University Hospital,https://openalex.org/I4210100707,Ireland,Mercy University Hospital,https://openalex.org/I2802396013,Ireland,Cork University Hospital,https://openalex.org/I4210100707,Ireland,Mercy University Hospital,https://openalex.org/I4210100707,Ireland,Mercy University Hospital,https://openalex.org/I4210153153,United States,Creative Research Enterprises (United States),https://openalex.org/I2802396013,Ireland,Cork University Hospital,https://openalex.org/I2802396013,Ireland,Cork University Hospital,https://openalex.org/I4210104759,United States,Atrium Medical Cente,,,,https://openalex.org/I4210144237,Canada,St. Paul's Hospital,https://openalex.org/I4210100707,Ireland,Mercy University Hospital,,,,,,,https://openalex.org/I79510175,United Kingdom,Cardiff University,https://openalex.org/I79510175,United Kingdom,Cardiff University
Kiran Vodrahalli,1,,https://openalex.org/A5007053674,A5007053674,,Kiran Vodrahalli,"Humphreys, Peter, Kiran Vodrahalli, Vodrahalli, Kiran",24,1621,137.0,9,9,,,,,,,,,,,,,,,,,2,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2022,Columbia University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I20089843,United States,Princeton University,https://openalex.org/I20089843,United States,Princeton University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,,,,,,,,,,,,
Koert Chen,2,,https://openalex.org/A5022123903,A5022123903,,Koert Chen,"Chen, Koert, K-Y. Chen, K.-Y. Chen, Koert Chen, Kuiyu Chen",7,36,0.5,2,1,,,,,,,,,,,,,,,,,2,False,False,False,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2015,Chung Yuan Christian University,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I91807558,Taiwan,National Cheng Kung University,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I91807558,Taiwan,National Cheng Kung University,,,,,,,,,,https://openalex.org/I151221077,Taiwan,Chung Yuan Christian University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Gonzalez,1,,https://openalex.org/A5113077275,A5113077275,,Lucas Gonzalez,"Gonzalez, Lucas, Lucas Gonzalez, Moreira, Erica",6,1220,68.75,3,3,,,,,,,,,,,,,,,,,2,False,False,True,"Canada, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2025,University of Chicago,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I104914703,Canada,Université du Québec à Chicoutimi,https://openalex.org/I40347166,United States,University of Chicago,,,
Madhuri Shanbhogue,2,,https://openalex.org/A5021062067,A5021062067,,Madhuri Shanbhogue,"Madhuri Shanbhogue, Shanbhogue, Madhuri",9,469,0.5,4,4,,,,,,,,,,,,,,,,,2,False,False,True,"India, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2019,Georgia Institute of Technology,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I11880225,India,National Institute of Technology Karnataka,,,,,,,,,,,,,,,,https://openalex.org/I130701444,United States,Georgia Institute of Technology,https://openalex.org/I130701444,United States,Georgia Institute of Technology,,,,,,,,,,,,,,,,,,,,,
Manfred Diaz,1,,https://openalex.org/A5025430674,A5025430674,,Manfred Diaz,"Diaz, Manfred, Manfred Diaz",11,46,0.4,2,1,,,,,,,,,,,,,,,,,2,False,False,False,Canada,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2021,Université de Montréal,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I60158472,Canada,Concordia University,,,,https://openalex.org/I70931966,Canada,Université de Montréal,,,,https://openalex.org/I70931966,Canada,Université de Montréal,,,,,,,,,,,,,,,
Mark A. Lemley,1,,https://openalex.org/A5088186426,A5088186426,https://orcid.org/0000-0002-2944-0582,Mark A. Lemley,"Bryan Casey, Conigliaro, Matthew J.; Greenberg, Andrew C.; Lemley, Mark A., Dan L. Burk, Koyejo, Sanmi, Lemley, Mark, Lemley, Mark A, Lemley, Mark A., Lemley, Mark A.; McGowan, David, Lemley, Mark A.; Shapiro, Carl, Lemley, Mark A.; Tangri, Ragesh K.",583,10587,1.8627450980392155,53,171,,,,,,,,,,,,,,,,,6,False,False,True,"Canada, Hong Kong, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,3,False,2025,Stanford University,United States,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",,,,,,,https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I4210137306,United States,Stanford Medicine,https://openalex.org/I4210137306,United States,Stanford Medicine,https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I4210137306,United States,Stanford Medicine,https://openalex.org/I4210137306,United States,Stanford Medicine,,,,https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I193531525,United States,George Washington University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I4210137306,United States,Stanford Medicine,https://openalex.org/I4210137306,United States,Stanford Medicine,https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I4210137306,United States,Stanford Medicine,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I4210137306,United States,Stanford Medicine,https://openalex.org/I4210137306,United States,Stanford Medicine,https://openalex.org/I889458895,Hong Kong,University of Hong Kong,https://openalex.org/I4210137306,United States,Stanford Medicine,https://openalex.org/I4210137306,United States,Stanford Medicine,https://openalex.org/I4210137306,United States,Stanford Medicine,https://openalex.org/I4210137306,United States,Stanford Medicine,https://openalex.org/I4210164862,Canada,Artificial Intelligence in Medicine (Canada),https://openalex.org/I97018004,United States,Stanford University,,,
Mark Sherwood,1,,https://openalex.org/A5120056004,A5120056004,,Mark Sherwood,"Mark Sherwood, Sherwood, Mark",1,0,0.0,0,0,,,,,,,,,,,,,,,,,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Jagielski,1,,https://openalex.org/A5054655342,A5054655342,https://orcid.org/0000-0002-9749-0696,Matthew Jagielski,"Huang, Yangsibo, Jagielski, Matthew, Klyman, Kevin, Matthew Jagielski, Suri, Anshuman",77,2578,5.583333333333333,20,32,,,,,,,,,,,,,,,,,4,False,False,True,"Mexico, United Kingdom, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,3,False,2025,DeepMind (United Kingdom),United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I87182695,Mexico,Universidad del Noreste,https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I87182695,Mexico,Universidad del Noreste,https://openalex.org/I12912129,United States,Northeastern University,https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),,,
Mehran Kazemi,1,,https://openalex.org/A5061716911,A5061716911,,Mehran Kazemi,"Kazemi, Mehran, Mehran Kazemi, Risdal, Meg, Rosca, Mihaela",32,1293,21.0,7,5,,,,,,,,,,,,,,,,,2,False,False,True,"Canada, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2025,Google (United States),United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210148186,Canada,Google (Canada),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),,,
Michael Boratko,2,,https://openalex.org/A5062977994,A5062977994,,Michael Boratko,"Boratko, Michael, Michael Boratko",42,271,1.0666666666666669,9,6,,,,,,,,,,,,,,,,,3,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2022,University of Massachusetts Amherst,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I57206974,United States,New York University,,,,https://openalex.org/I24603500,United States,University of Massachusetts Amherst,https://openalex.org/I86519309,United States,The University of Texas at Austin,https://openalex.org/I24603500,United States,University of Massachusetts Amherst,,,,,,,,,,,,
Michelle Casbon,1,,https://openalex.org/A5106276485,A5106276485,,Michelle Casbon,"Casbon, Michelle, Michelle Casbon, Yvinec, Edouard",3,143,47.666666666666664,2,2,,,,,,,,,,,,,,,,,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miguel Lázaro-Gredilla,1,,https://openalex.org/A5076182014,A5076182014,https://orcid.org/0000-0002-4528-5084,Miguel Lázaro-Gredilla,"Kumar, Nishanth, Lazaro-Gredilla, Miguel, Lázaro-Gredilla, Miguel, M Lazaro-Gredilla, M Lázaro-Gredilla, M. Lazaro-Gredilla, M. Lázaro-Gredilla, Miguel Lazaro-Gredilla, Miguel Lázaro-Gredilla",90,2267,2.8181818181818183,20,26,,,,,,,,,,,,,,,,,6,False,False,True,"Spain, United Kingdom, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,3,False,2025,Google (United Kingdom),United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I50357001,Spain,Universidad Carlos III de Madrid,,,,https://openalex.org/I50357001,Spain,Universidad Carlos III de Madrid,,,,https://openalex.org/I50357001,Spain,Universidad Carlos III de Madrid,https://openalex.org/I50357001,Spain,Universidad Carlos III de Madrid,https://openalex.org/I79189158,Spain,University of Castilla-La Mancha,https://openalex.org/I50357001,Spain,Universidad Carlos III de Madrid,https://openalex.org/I50357001,Spain,Universidad Carlos III de Madrid,https://openalex.org/I50357001,Spain,Universidad Carlos III de Madrid,https://openalex.org/I50357001,Spain,Universidad Carlos III de Madrid,,,,https://openalex.org/I114686714,United States,Clarion University,https://openalex.org/I50357001,Spain,Universidad Carlos III de Madrid,https://openalex.org/I114686714,United States,Clarion University,,,,https://openalex.org/I50357001,Spain,Universidad Carlos III de Madrid,,,,https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),,,
Miles Brundage,1,,https://openalex.org/A5066559387,A5066559387,,Miles Brundage,"Brundage, Miles, Ho, Daniel E., M. R. Brundage, MILES BRUNDAGE, Miles Brundage",41,9062,17.142857142857142,21,25,https://openalex.org/I1313416372,,,,,,,,US Forest Service,,,,,,,,2,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,US Forest Service,https://openalex.org/I1313416372,United States,True,1,False,2021,OpenAI (United States),United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I55732556,United States,Arizona State University,https://openalex.org/I55732556,United States,Arizona State University,https://openalex.org/I55732556,United States,Arizona State University,https://openalex.org/I55732556,United States,Arizona State University,,,,https://openalex.org/I4210161460,United States,OpenAI (United States),https://openalex.org/I4210161460,United States,OpenAI (United States),https://openalex.org/I4210161460,United States,OpenAI (United States),,,,,,,,,,,,,,,
Min Soo Choi,1,,https://openalex.org/A5112299625,A5112299625,,Min Soo Choi,"Choi, Min, Choi, Min Soo, MIN SOO CHOI, Min Soo CHOI, Min Soo Choi",47,70,0.3333333333333333,2,1,,,,,,,,,,,,,,,,,2,False,False,False,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2017,Jeonbuk National University,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210151417,South Korea,Korea Research Institute of Chemical Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I80611190,South Korea,Jeonbuk National University,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minsung Choi,1,,https://openalex.org/A5101568404,A5101568404,https://orcid.org/0000-0002-7798-9799,Minsung Choi,"Choi, Min, M.S. Choi, Min Choi, Min Sung Choi, Min-Sung Choi, Minsung Choi",58,901,0.2727272727272727,8,7,,,,,,,,,,,,,,,,,6,False,False,False,"South Korea, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2025,Kangnam University,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I24541011,South Korea,Soonchunhyang University,,,,,,,,,,,,,,,,,,,https://openalex.org/I91136226,United Kingdom,University of Sheffield,https://openalex.org/I4210155313,South Korea,National Forensic Institute,https://openalex.org/I4210155313,South Korea,National Forensic Institute,https://openalex.org/I4210134443,South Korea,Daejeon Institute of Science and Technology,,,,https://openalex.org/I4210155313,South Korea,National Forensic Institute,https://openalex.org/I4210155313,South Korea,National Forensic Institute,https://openalex.org/I4210155313,South Korea,National Forensic Institute,https://openalex.org/I4210095123,South Korea,Seoul Institute,https://openalex.org/I4210155313,South Korea,National Forensic Institute,https://openalex.org/I4210155313,South Korea,National Forensic Institute,,,,https://openalex.org/I4210155313,South Korea,National Forensic Institute,https://openalex.org/I4210155313,South Korea,National Forensic Institute,https://openalex.org/I204954614,South Korea,Kangnam University,,,
Miranda Bogen,1,,https://openalex.org/A5094155749,A5094155749,,Miranda Bogen,"Bogen, Miranda, Miranda Bogen",4,16,4.0,2,1,,,,,,,,,,,,,,,,,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mojtaba Seyedhosseini,2,,https://openalex.org/A5053494387,A5053494387,,Mojtaba Seyedhosseini,"Ionita, Lucian, M. Seyedhosseini, Mojtaba Seyedhosseini, Seyedhosseini, Mojtaba",33,2485,9.0,17,19,,,,,,,,,,,,,,,,,2,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2024,Google (United States),United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I223532165,United States,University of Utah,https://openalex.org/I223532165,United States,University of Utah,,,,https://openalex.org/I223532165,United States,University of Utah,https://openalex.org/I223532165,United States,University of Utah,https://openalex.org/I223532165,United States,University of Utah,https://openalex.org/I223532165,United States,University of Utah,,,,,,,,,,,,,,,,,,,https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),,,,,,
Nicolas Papernot,1,,https://openalex.org/A5018809423,A5018809423,https://orcid.org/0000-0001-5078-7233,Nicolas Papernot,"Andrew Grotto, Bahceci, Israfil, Cyphert, Amy B., NIcolas Papernot, Nicolas Papernot, PAPERNOT, Nicolas, Papernot, Nicolas",224,20162,11.28,47,90,,,,,,,,,,,,,,,,,4,False,False,True,"Canada, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2025,Vector Institute,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I130769515,United States,Pennsylvania State University,https://openalex.org/I130769515,United States,Pennsylvania State University,https://openalex.org/I130769515,United States,Pennsylvania State University,https://openalex.org/I130769515,United States,Pennsylvania State University,https://openalex.org/I130769515,United States,Pennsylvania State University,https://openalex.org/I4210148186,Canada,Google (Canada),https://openalex.org/I4210127509,Canada,Vector Institute,https://openalex.org/I4210127509,Canada,Vector Institute,https://openalex.org/I4210127509,Canada,Vector Institute,https://openalex.org/I4210159747,United States,Vector Oncology (United States),https://openalex.org/I4210127509,Canada,Vector Institute,https://openalex.org/I4210127509,Canada,Vector Institute,,,
Nicole Mitchell,1,,https://openalex.org/A5115087478,A5115087478,,Nicole Mitchell,"Mireshghallah, Niloofar, Nicole Mitchell",3,5,1.6666666666666667,1,0,,,,,,,,,,,,,,,,,1,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2025,Google (United States),United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I1291425158,United States,Google (United States),,,
Nilesh Tripuraneni,1,,https://openalex.org/A5026221871,A5026221871,,Nilesh Tripuraneni,"Luisier, Florian, Nilesh Tripuraneni, Tripuraneni, N, Tripuraneni, Nilesh, Wu, Xinyi",35,1541,93.0,13,16,,,,,,,,,,,,,,,,,3,False,False,True,"United Kingdom, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2024,Google (United States),United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I241749,United Kingdom,University of Cambridge,,,,https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",,,,,,,https://openalex.org/I1291425158,United States,Google (United States),,,,,,
Niloofar Mireshghallah,1,,https://openalex.org/A5093022042,A5093022042,,Niloofar Mireshghallah,"Huang, Yangsibo, Mireshghallah, Niloofar, Niloofar Mireshghallah, Puri, Abhay",46,72,1.25,5,3,,,,,,,,,,,,,,,,,2,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2025,University of Washington,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I36258959,United States,University of California San Diego,,,,https://openalex.org/I201448701,United States,University of Washington,,,
Nishanth Dikkala,1,,https://openalex.org/A5000758286,A5000758286,,Nishanth Dikkala,"Dikkala, Nishanth, Nishanth Dikkala",45,211,0.4545454545454545,9,8,,,,,,,,,,,,,,,,,3,False,False,True,"India, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2023,Harvard University Press,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I162827531,India,Indian Institute of Technology Bombay,,,,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,,,,https://openalex.org/I2801851002,United States,Harvard University Press,,,,,,,,,
Nithi Gupta,1,,https://openalex.org/A5031048937,A5031048937,,Nithi Gupta,"Gupta, Nithi, Nithi Gupta",4,6,1.0,2,0,,,,,,,,,,,,,,,,,1,False,False,False,India,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2012,Indian Institute of Technology Delhi,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I68891433,India,Indian Institute of Technology Delhi,,,,https://openalex.org/I68891433,India,Indian Institute of Technology Delhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
