Author,OA_ID,unique_affiliation_count,all_china,some_china,some_usa,all_countries,affiliation_display_name_2026,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2025,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2024,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2023,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2022,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2021,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2020,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2019,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2018,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2017,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2016,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2015,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2014,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2013,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2012,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2011,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2010,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2009,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2008,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2007,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2006,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2005,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2004,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2003,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2002,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2001,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2000,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_1999,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1998,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1997,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1996,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1995,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1994,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1993,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1992,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1991,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1990,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1989,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1988,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1987,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1986,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1985,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1984,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1983,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1982,affiliation_id_1982,affiliation_country_1982,affiliation_display_name_1979,affiliation_id_1979,affiliation_country_1979,affiliation_display_name_1976,affiliation_id_1976,affiliation_country_1976,affiliation_display_name_1962,affiliation_id_1962,affiliation_country_1962,affiliation_display_name_1959,affiliation_id_1959,affiliation_country_1959,affiliation_display_name_1944,affiliation_id_1944,affiliation_country_1944,affiliation_display_name_1936,affiliation_id_1936,affiliation_country_1936,affiliation_display_name_1923,affiliation_id_1923,affiliation_country_1923
J. Swaroop Guntupalli,A5009263663,10,False,False,True,Germany; United Kingdom; United States,,,,,,,Google (United States),https://openalex.org/I1291425158,United States,,,,,,,,,,Union University,https://openalex.org/I155673605,United States,Clarion University,https://openalex.org/I114686714,United States,Clarion University,https://openalex.org/I114686714,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Leibniz Institute for Neurobiology,https://openalex.org/I96578850,Germany,Dartmouth College,https://openalex.org/I107672454,United States,Princeton University,https://openalex.org/I20089843,United States,Brain (Germany),https://openalex.org/I4210113520,Germany,Dartmouth Hospital,https://openalex.org/I4210166639,United Kingdom,Dartmouth Hospital,https://openalex.org/I4210166639,United Kingdom,Brain (Germany),https://openalex.org/I4210113520,Germany,,,,,,,,,,Texas A&M University,https://openalex.org/I91045830,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Zheng,A5051489928,6,False,True,True,China; United States,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Institute of High Energy Physics,https://openalex.org/I4210137180,China,,,,,,,,,,,,,,,,,,,China Center of Advanced Science and Technology,https://openalex.org/I51296178,China,Institute of High Energy Physics,https://openalex.org/I4210137180,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,Institute of High Energy Physics,https://openalex.org/I4210137180,China,Institute of High Energy Physics,https://openalex.org/I4210137180,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Florida,https://openalex.org/I33213144,United States,,,,Cornell University,https://openalex.org/I205783295,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Grimmelmann,A5065406908,4,False,False,True,United States,,,,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,,,,New York University,https://openalex.org/I57206974,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,,,,Cornell University,https://openalex.org/I205783295,United States,,,,"University of Maryland, College Park",https://openalex.org/I66946132,United States,,,,,,,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,United States Court of Appeals for the Ninth Circuit,https://openalex.org/I4210128857,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamie Hayes,A5104083546,2,False,False,False,United Kingdom,,,,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,,,,,,,,,,,,,University College London,https://openalex.org/I45129253,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jasmeet Singh,A5110556013,1,False,False,True,United States,,,,University of Illinois Chicago,https://openalex.org/I39422238,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay Han,A5026362916,7,False,False,True,Canada; United Kingdom; United States,,,,University of Toronto,https://openalex.org/I185261750,Canada,Agriculture Food and Rural Development,https://openalex.org/I22513696,Canada,Agriculture Food and Rural Development,https://openalex.org/I22513696,Canada,,,,Agriculture Food and Rural Development,https://openalex.org/I22513696,Canada,University of Toronto,https://openalex.org/I185261750,Canada,Agriculture Food and Rural Development,https://openalex.org/I22513696,Canada,Columbia University Irving Medical Center,https://openalex.org/I2799503643,United States,Toronto Western Hospital,https://openalex.org/I2799337515,Canada,Agriculture Food and Rural Development,https://openalex.org/I22513696,Canada,Toronto Western Hospital,https://openalex.org/I2799337515,Canada,Toronto Western Hospital,https://openalex.org/I2799337515,Canada,Toronto General Hospital,https://openalex.org/I2801845744,Canada,Toronto Western Hospital,https://openalex.org/I2799337515,Canada,Jisc,https://openalex.org/I80232743,United Kingdom,Toronto General Hospital,https://openalex.org/I2801845744,Canada,Thornhill Medical (Canada),https://openalex.org/I4210130465,Canada,Toronto General Hospital,https://openalex.org/I2801845744,Canada,University of Toronto,https://openalex.org/I185261750,Canada,University of Toronto,https://openalex.org/I185261750,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay J. Han,A5020910026,11,False,False,True,Canada; Poland; United States,,,,"University of California, Davis",https://openalex.org/I84218800,United States,"University of California, Irvine",https://openalex.org/I204250578,United States,,,,"University of California, Davis",https://openalex.org/I84218800,United States,"University of California, Irvine Medical Center",https://openalex.org/I4210096636,United States,UC Irvine Health,https://openalex.org/I4210137750,United States,Long Beach Medical Center,https://openalex.org/I4210111322,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,Simon Fraser University,https://openalex.org/I18014758,Canada,"University of California, Davis",https://openalex.org/I84218800,United States,"University of California, Davis",https://openalex.org/I84218800,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Davis",https://openalex.org/I84218800,United States,"University of California, Davis",https://openalex.org/I84218800,United States,"University of California, Davis",https://openalex.org/I84218800,United States,"University of California, Davis",https://openalex.org/I84218800,United States,"University of California, Davis",https://openalex.org/I84218800,United States,"University of California, Davis",https://openalex.org/I84218800,United States,"University of California, Davis",https://openalex.org/I84218800,United States,"University of California, Davis",https://openalex.org/I84218800,United States,Seattle University,https://openalex.org/I58610484,United States,,,,Seattle University,https://openalex.org/I58610484,United States,Stanford University,https://openalex.org/I97018004,United States,,,,,,,"University of California, San Francisco",https://openalex.org/I180670191,United States,,,,Laboratory of Molecular Genetics,https://openalex.org/I4210091339,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean-Baptiste Lespiau,A5058299981,2,False,False,False,France; United Kingdom,,,,,,,,,,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,,,,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,,,,,,,,,,École Polytechnique,https://openalex.org/I142476485,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey Hui,A5111940210,2,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Fogarty International Center,https://openalex.org/I874236823,United States,Columbia University,https://openalex.org/I78577930,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jennifer Wortman Vaughan,A5043117896,6,False,False,True,Austria; Switzerland; United States,,,,Carnegie Mellon University,https://openalex.org/I74973139,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,European Organization for Nuclear Research,https://openalex.org/I67311998,Switzerland,European Organization for Nuclear Research,https://openalex.org/I67311998,Switzerland,Institute of High Energy Physics,https://openalex.org/I4210129701,Austria,Institute of High Energy Physics,https://openalex.org/I4210129701,Austria,University of Pennsylvania,https://openalex.org/I79576946,United States,,,,,,,,,,,,,,,,,,,,,,Hamilton College,https://openalex.org/I188592606,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiageng Zhang,A5032151259,3,True,True,False,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Northeastern University,https://openalex.org/I9224756,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,,,,,,,University of Jinan,https://openalex.org/I34949971,China,,,,,,,Xi'an Jiaotong University,https://openalex.org/I87445476,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jin Zou,A5003746258,25,False,True,True,Australia; Canada; China; Germany; Hong Kong; South Korea; Sweden; United States,,,,Centre for Microscopy and Microanalysis,https://openalex.org/I4401200257,Australia,Nanchang Hangkong University,https://openalex.org/I927504317,China,Jiangxi University of Science and Technology,https://openalex.org/I4510145,China,Centre for Microscopy and Microanalysis,https://openalex.org/I4401200257,Australia,University of Rochester,https://openalex.org/I5388228,United States,South China University of Technology,https://openalex.org/I90610280,China,University of Hong Kong,https://openalex.org/I889458895,Hong Kong,Centre for Microscopy and Microanalysis,https://openalex.org/I4401200257,Australia,Centre for Microscopy and Microanalysis,https://openalex.org/I4401200257,Australia,Centre for Microscopy and Microanalysis,https://openalex.org/I4401200257,Australia,Centre for Microscopy and Microanalysis,https://openalex.org/I4401200257,Australia,Lanzhou University,https://openalex.org/I76214153,China,Zhejiang University,https://openalex.org/I76130692,China,Centre for Microscopy and Microanalysis,https://openalex.org/I4401200257,Australia,Miami University,https://openalex.org/I83328450,United States,Centre for Microscopy and Microanalysis,https://openalex.org/I4401200257,Australia,Miami University,https://openalex.org/I83328450,United States,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Texas A&M University,https://openalex.org/I91045830,United States,Dong-A University,https://openalex.org/I51226738,South Korea,Central China Normal University,https://openalex.org/I40963666,China,CAE (Canada),https://openalex.org/I900231141,Canada,Centre for Microscopy and Microanalysis,https://openalex.org/I4401200257,Australia,JDSU (United States),https://openalex.org/I72427458,United States,University of Sydney,https://openalex.org/I129604602,Australia,University of Gothenburg,https://openalex.org/I881427289,Sweden,Carnegie Mellon University,https://openalex.org/I74973139,United States,Jet Propulsion Laboratory,https://openalex.org/I1334627681,United States,University of Sydney,https://openalex.org/I129604602,Australia,Carnegie Mellon University,https://openalex.org/I74973139,United States,University of Sydney,https://openalex.org/I129604602,Australia,Cornell University,https://openalex.org/I205783295,United States,University of Sydney,https://openalex.org/I129604602,Australia,Washington University in St. Louis,https://openalex.org/I204465549,United States,University of Minnesota,https://openalex.org/I130238516,United States,Ping An (China),https://openalex.org/I4401726822,China,Forschungszentrum Jülich,https://openalex.org/I171892758,Germany,Institute of Physics,https://openalex.org/I4210159876,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinhyuk Lee,A5002413587,12,False,False,True,Japan; South Korea; United States,,,,Korea Telecom (South Korea),https://openalex.org/I4210149944,,Korea University,https://openalex.org/I197347611,South Korea,Kyungpook National University,https://openalex.org/I31419693,South Korea,Korea University of Science and Technology,https://openalex.org/I88761825,South Korea,Icahn School of Medicine at Mount Sinai,https://openalex.org/I98704320,United States,University of Washington,https://openalex.org/I201448701,United States,University of Washington,https://openalex.org/I201448701,United States,Korea University,https://openalex.org/I197347611,South Korea,Sungkyunkwan University,https://openalex.org/I848706,South Korea,Korea University,https://openalex.org/I4210161052,Japan,Ulsan National Institute of Science and Technology,https://openalex.org/I48566637,South Korea,,,,Korea University of Science and Technology,https://openalex.org/I88761825,South Korea,,,,Seoul National University,https://openalex.org/I139264467,South Korea,Korea Institute of Atmospheric Prediction Systems,https://openalex.org/I4210166937,South Korea,University of Kansas,https://openalex.org/I146416000,United States,University of Kansas,https://openalex.org/I146416000,United States,University of Kansas,https://openalex.org/I146416000,United States,University of Kansas,https://openalex.org/I146416000,United States,,,,,,,,,,Seoul National University,https://openalex.org/I139264467,South Korea,Seoul National University,https://openalex.org/I139264467,South Korea,Seoul National University,https://openalex.org/I139264467,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Z. Leibo,A5054808675,4,False,False,True,United Kingdom; United States,,,,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,McGovern Institute for Brain Research,https://openalex.org/I144112489,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Agapiou,A5017056095,7,False,False,True,Poland; United Kingdom; United States,,,,Trinity Health Oakland Hospital,https://openalex.org/I4210094011,United States,General Motors (Poland),https://openalex.org/I4210135317,Poland,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,,,,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,,,,,,,General Motors (United States),https://openalex.org/I118136607,United States,General Motors (United States),https://openalex.org/I118136607,United States,,,,General Motors (United States),https://openalex.org/I118136607,United States,Rockefeller University,https://openalex.org/I83399316,United States,University College London,https://openalex.org/I45129253,United Kingdom,,,,,,,General Motors (Poland),https://openalex.org/I4210135317,Poland,,,,,,,,,,,,,General Motors (Poland),https://openalex.org/I4210135317,Poland,,,,,,,,,,,,,General Motors (United States),https://openalex.org/I118136607,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Ortiz,A5083547055,1,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stony Brook University,https://openalex.org/I59553526,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julia Haas,A5053872110,1,False,False,False,United Kingdom,,,,,,,,,,Google DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,Google DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junjie Ji,A5077849966,2,True,True,False,China,,,,Hefei University of Technology,https://openalex.org/I16365422,China,Hefei University of Technology,https://openalex.org/I16365422,China,Tsinghua University,https://openalex.org/I99065089,China,,,,,,,,,,,,,,,,,,,,,,,,,Tsinghua University,https://openalex.org/I99065089,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaifeng Chen,A5114546921,6,True,True,False,China,,,,Southeast University,https://openalex.org/I76569877,China,Guangzhou Medical University,https://openalex.org/I92039509,China,Key Laboratory of Guangdong Province,https://openalex.org/I4210098034,China,Jiangxi Agricultural University,https://openalex.org/I74837319,China,,,,,,,Xiamen University,https://openalex.org/I191208505,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xinjiang Institute of Materia Medica,https://openalex.org/I4210104130,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karan Gill,A5109602315,1,False,False,True,United States,,,,,,,Carnegie Mellon University,https://openalex.org/I74973139,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kat Black,A5106300982,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kate Olszewska,A5093547771,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katherine Lee,A5101561897,5,False,False,True,Germany; United Kingdom; United States,,,,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,United Kingdom,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Brain (Germany),https://openalex.org/I4210113520,Germany,,,,Google (United States),https://openalex.org/I1291425158,United States,,,,Phillips Exeter Academy,https://openalex.org/I2800015558,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kathleen Kenealy,A5009962014,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katja Filippova,A5037657908,7,False,False,True,Germany; Russia; Switzerland; United Kingdom; United States,,,,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,,,,,,,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,North-West Institute of Management,https://openalex.org/I4210113084,Russia,,,,New York University,https://openalex.org/I57206974,United States,,,,,,,Google (Switzerland),https://openalex.org/I4210100430,Switzerland,Google (United States),https://openalex.org/I1291425158,United States,Google (Switzerland),https://openalex.org/I4210100430,Switzerland,Google (Switzerland),https://openalex.org/I4210100430,Switzerland,Google (Switzerland),https://openalex.org/I4210100430,Switzerland,Google (United States),https://openalex.org/I1291425158,United States,European Media Laboratory (Germany),https://openalex.org/I4210110633,Germany,European Media Laboratory (Germany),https://openalex.org/I4210110633,Germany,University of Tübingen,https://openalex.org/I8087733,Germany,European Media Laboratory (Germany),https://openalex.org/I4210110633,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ke Chen,A5100649535,10,False,True,True,China; United States,Ningbo Institute of Industrial Technology,https://openalex.org/I4210165339,China,First Affiliated Hospital of Soochow University,https://openalex.org/I4210153519,China,Southeast University,https://openalex.org/I76569877,China,South China University of Technology,https://openalex.org/I90610280,China,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,China,South China University of Technology,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I90610280,China,Zhejiang University,https://openalex.org/I76130692,China,Beihang University,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I82880672,China,Tampere University,https://openalex.org/I4210133110,,Southeast University,https://openalex.org/I76569877,China,Beihang University,https://openalex.org/I82880672,China,South China University of Technology,https://openalex.org/I90610280,China,Beihang University,https://openalex.org/I82880672,China,,,,Beihang University,https://openalex.org/I82880672,China,,,,University of Cincinnati,https://openalex.org/I63135867,United States,Beihang University,https://openalex.org/I82880672,China,Heilongjiang Institute of Technology,https://openalex.org/I4210161462,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelvin Xu,A5060717631,4,False,False,True,Canada; Singapore; United States,,,,,,,Diocese of Brooklyn,https://openalex.org/I2801888874,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,,,,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,Université de Montréal,https://openalex.org/I70931966,Canada,Université de Montréal,https://openalex.org/I70931966,Canada,Université de Montréal,https://openalex.org/I70931966,Canada,,,,,,,,,,,,,,,,,,,,,,Nanyang Technological University,https://openalex.org/I172675005,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
